CalBP,BP,Error
6755,5957,19
6756,5957.1,18.8
6757,5956.8,18.6
6758,5956.1,18.3
6759,5955.1,18.1
6760,5954,18
6761,5952.6,18.1
6762,5950.7,18.3
6763,5948.7,18.6
6764,5946.8,18.8
6765,5945,19
6766,5943.4,19.1
6767,5941.8,19.1
6768,5940.3,19.1
6769,5939,19.1
6770,5938,19
6771,5937.3,18.8
6772,5936.7,18.6
6773,5936.5,18.4
6774,5936.5,18.2
6775,5937,18
6776,5938,17.9
6777,5939.5,17.9
6778,5941.2,17.9
6779,5943.1,17.9
6780,5945,18
6781,5946.8,18.2
6782,5948.7,18.4
6783,5950.7,18.6
6784,5952.8,18.8
6785,5955,19
6786,5957.4,19.1
6787,5959.8,19.1
6788,5962.4,19
6789,5965.2,19
6790,5968,19
6791,5971,19
6792,5974,19
6793,5977.2,19.1
6794,5980.6,19.1
6795,5984,19
6796,5987.7,18.9
6797,5991.7,18.7
6798,5995.7,18.4
6799,5999.5,18.2
6800,6003,18
6801,6006.2,17.8
6802,6009.3,17.5
6803,6012.1,17.3
6804,6014.4,17.1
6805,6016,17
6806,6016.9,17.1
6807,6017.2,17.3
6808,6016.9,17.6
6809,6016.2,17.8
6810,6015,18
6811,6013.2,18
6812,6010.8,18
6813,6007.9,18
6814,6004.9,18
6815,6002,18
6816,5999,18.2
6817,5995.7,18.4
6818,5992.4,18.7
6819,5989.4,18.9
6820,5987,19
6821,5985.2,18.9
6822,5983.8,18.7
6823,5982.8,18.4
6824,5982.2,18.2
6825,5982,18
6826,5982.4,18
6827,5983.4,18
6828,5984.7,18
6829,5986,18
6830,5987,18
6831,5987.6,17.8
6832,5988.1,17.6
6833,5988.4,17.3
6834,5988.7,17.1
6835,5989,17
6836,5989.2,17.1
6837,5989.2,17.4
6838,5989.2,17.6
6839,5989.4,17.9
6840,5990,18
6841,5990.9,17.9
6842,5992.1,17.7
6843,5993.6,17.4
6844,5995.2,17.2
6845,5997,17
6846,5999.1,16.9
6847,6001.5,16.9
6848,6004.1,17
6849,6006.6,17
6850,6009,17
6851,6011.2,17
6852,6013.3,17
6853,6015.4,17
6854,6017.3,17
6855,6019,17
6856,6020.6,17
6857,6022,17
6858,6023.2,16.9
6859,6024.2,16.9
6860,6025,17
6861,6025.5,17.2
6862,6025.7,17.4
6863,6025.6,17.6
6864,6025.4,17.8
6865,6025,18
6866,6024.3,18
6867,6023.4,18
6868,6022.2,18
6869,6021.1,18
6870,6020,18
6871,6018.9,18.2
6872,6017.7,18.4
6873,6016.5,18.7
6874,6015.6,18.9
6875,6015,19
6876,6014.8,18.9
6877,6014.9,18.7
6878,6015.3,18.4
6879,6016,18.2
6880,6017,18
6881,6018.5,17.9
6882,6020.3,17.9
6883,6022.5,18
6884,6024.7,18
6885,6027,18
6886,6029.3,18
6887,6031.7,18
6888,6034.2,18
6889,6036.6,18
6890,6039,18
6891,6041.3,18
6892,6043.6,18
6893,6045.9,18
6894,6048,18
6895,6050,18
6896,6051.9,18
6897,6053.6,18
6898,6055.2,18
6899,6056.7,18
6900,6058,18
6901,6059.1,18
6902,6060,17.9
6903,6060.8,17.9
6904,6061.5,17.9
6905,6062,18
6906,6062.4,18.3
6907,6062.7,18.8
6908,6062.9,19.3
6909,6063,19.8
6910,6063,20
6911,6062.9,20
6912,6062.8,19.8
6913,6062.6,19.5
6914,6062.3,19.2
6915,6062,19
6916,6061.7,18.8
6917,6061.3,18.5
6918,6060.8,18.3
6919,6060.4,18.1
6920,6060,18
6921,6059.6,18.1
6922,6059.1,18.3
6923,6058.7,18.5
6924,6058.3,18.8
6925,6058,19
6926,6057.8,19.2
6927,6057.8,19.5
6928,6057.8,19.8
6929,6057.8,20
6930,6058,20
6931,6058.2,19.7
6932,6058.4,19.3
6933,6058.7,18.7
6934,6059.2,18.3
6935,6060,18
6936,6061,18
6937,6062.1,18.2
6938,6063.5,18.5
6939,6065.1,18.8
6940,6067,19
6941,6069.3,19
6942,6072,19
6943,6075,19
6944,6078,19
6945,6081,19
6946,6084,19.1
6947,6087.2,19.3
6948,6090.4,19.6
6949,6093.4,19.8
6950,6096,20
6951,6098.3,20.2
6952,6100.3,20.5
6953,6102,20.7
6954,6103.6,20.9
6955,6105,21
6956,6106.2,20.9
6957,6107.1,20.6
6958,6107.9,20.4
6959,6108.5,20.1
6960,6109,20
6961,6109.4,20.1
6962,6109.7,20.3
6963,6109.9,20.5
6964,6110,20.8
6965,6110,21
6966,6109.9,21.2
6967,6109.7,21.5
6968,6109.4,21.8
6969,6109.2,22
6970,6109,22
6971,6108.9,21.8
6972,6108.8,21.4
6973,6108.7,20.9
6974,6108.8,20.4
6975,6109,20
6976,6109.4,19.7
6977,6109.9,19.4
6978,6110.5,19.2
6979,6111.2,19.1
6980,6112,19
6981,6112.8,19.1
6982,6113.8,19.4
6983,6114.8,19.6
6984,6115.8,19.9
6985,6117,20
6986,6118.2,19.9
6987,6119.6,19.7
6988,6121,19.4
6989,6122.4,19.2
6990,6124,19
6991,6125.7,18.9
6992,6127.5,18.9
6993,6129.3,18.9
6994,6131.2,18.9
6995,6133,19
6996,6134.8,19.2
6997,6136.6,19.4
6998,6138.4,19.7
6999,6140.2,19.9
7000,6142,20
7001,6143.8,19.9
7002,6145.6,19.7
7003,6147.5,19.4
7004,6149.3,19.2
7005,6151,19
7006,6152.7,18.9
7007,6154.3,18.9
7008,6155.8,18.9
7009,6157.4,18.9
7010,6159,19
7011,6160.6,19.1
7012,6162.2,19.3
7013,6163.9,19.6
7014,6165.5,19.8
7015,6167,20
7016,6168.5,20.2
7017,6169.9,20.5
7018,6171.2,20.7
7019,6172.6,20.9
7020,6174,21
7021,6175.4,20.9
7022,6176.9,20.7
7023,6178.3,20.5
7024,6179.7,20.2
7025,6181,20
7026,6182.2,19.8
7027,6183.2,19.6
7028,6184.2,19.3
7029,6185.2,19.1
7030,6186,19
7031,6186.8,18.9
7032,6187.6,18.9
7033,6188.3,19
7034,6188.8,19
7035,6189,19
7036,6189,19
7037,6188.7,19
7038,6188.2,19
7039,6187.6,19
7040,6187,19
7041,6186.3,19
7042,6185.6,19
7043,6184.8,18.9
7044,6183.9,18.9
7045,6183,19
7046,6182,19.1
7047,6181,19.3
7048,6179.9,19.6
7049,6178.9,19.8
7050,6178,20
7051,6177.2,20.2
7052,6176.5,20.5
7053,6175.9,20.7
7054,6175.4,20.9
7055,6175,21
7056,6174.7,20.9
7057,6174.6,20.7
7058,6174.6,20.5
7059,6174.7,20.2
7060,6175,20
7061,6175.5,19.8
7062,6176.3,19.5
7063,6177.1,19.3
7064,6178.1,19.1
7065,6179,19
7066,6179.9,19.1
7067,6180.9,19.4
7068,6182,19.6
7069,6183,19.9
7070,6184,20
7071,6185,19.9
7072,6186,19.7
7073,6187.1,19.4
7074,6188.1,19.2
7075,6189,19
7076,6189.9,18.9
7077,6190.8,18.9
7078,6191.7,18.9
7079,6192.4,18.9
7080,6193,19
7081,6193.4,19.2
7082,6193.6,19.5
7083,6193.7,19.8
7084,6193.8,20
7085,6194,20
7086,6194.2,19.7
7087,6194.5,19.3
7088,6194.8,18.7
7089,6195,18.3
7090,6195,18
7091,6194.8,18
7092,6194.4,18.1
7093,6193.9,18.4
7094,6193.4,18.7
7095,6193,19
7096,6192.6,19.4
7097,6192.2,19.8
7098,6191.8,20.3
7099,6191.4,20.7
7100,6191,21
7101,6190.6,21.1
7102,6190.2,21.1
7103,6189.9,21.1
7104,6189.5,21
7105,6189,21
7106,6188.5,21
7107,6187.9,21
7108,6187.3,21
7109,6186.7,21
7110,6186,21
7111,6185.3,21
7112,6184.6,21.1
7113,6183.8,21.1
7114,6182.9,21.1
7115,6182,21
7116,6181,20.7
7117,6179.8,20.3
7118,6178.6,19.8
7119,6177.4,19.4
7120,6176,19
7121,6174.6,18.7
7122,6173,18.4
7123,6171.4,18.1
7124,6169.8,18
7125,6168,18
7126,6166.2,18.3
7127,6164.3,18.7
7128,6162.4,19.3
7129,6160.3,19.7
7130,6158,20
7131,6155.4,20
7132,6152.5,19.8
7133,6149.6,19.5
7134,6146.7,19.2
7135,6144,19
7136,6141.5,18.8
7137,6139,18.5
7138,6136.6,18.2
7139,6134.6,18
7140,6133,18
7141,6131.7,18.2
7142,6130.7,18.6
7143,6130.1,19.1
7144,6130.1,19.6
7145,6131,20
7146,6132.8,20.3
7147,6135.4,20.6
7148,6138.7,20.8
7149,6142.6,20.9
7150,6147,21
7151,6152,20.9
7152,6157.6,20.7
7153,6163.8,20.4
7154,6170.3,20.2
7155,6177,20
7156,6184.1,19.9
7157,6191.6,19.8
7158,6199.3,19.8
7159,6207.2,19.9
7160,6215,20
7161,6222.9,20.3
7162,6231,20.7
7163,6239,21.2
7164,6246.8,21.6
7165,6254,22
7166,6260.8,22.3
7167,6267.2,22.6
7168,6273.2,22.8
7169,6278.8,22.9
7170,6284,23
7171,6288.6,22.9
7172,6292.8,22.7
7173,6296.6,22.4
7174,6300,22.2
7175,6303,22
7176,6305.7,21.9
7177,6308,21.8
7178,6310,21.8
7179,6311.7,21.9
7180,6313,22
7181,6314,22.3
7182,6314.6,22.6
7183,6314.9,23
7184,6315,23.5
7185,6315,24
7186,6314.8,24.6
7187,6314.3,25.3
7188,6313.7,26
7189,6312.9,26.6
7190,6312,27
7191,6311,27.2
7192,6310,27.3
7193,6308.8,27.3
7194,6307.4,27.2
7195,6306,27
7196,6304.4,26.7
7197,6302.7,26.3
7198,6300.8,25.9
7199,6298.9,25.4
7200,6297,25
7201,6295.1,24.6
7202,6293.1,24.2
7203,6291,23.7
7204,6289,23.3
7205,6287,23
7206,6285,22.7
7207,6283,22.5
7208,6280.9,22.4
7209,6278.9,22.2
7210,6277,22
7211,6275.1,21.8
7212,6273.2,21.6
7213,6271.4,21.3
7214,6269.7,21.1
7215,6268,21
7216,6266.4,21
7217,6264.9,21
7218,6263.5,21
7219,6262.2,21
7220,6261,21
7221,6260,20.9
7222,6259,20.7
7223,6258.2,20.5
7224,6257.6,20.3
7225,6257,20
7226,6256.5,19.6
7227,6256.2,19.2
7228,6256,18.7
7229,6255.9,18.3
7230,6256,18
7231,6256.3,17.9
7232,6256.7,17.8
7233,6257.3,17.8
7234,6258.1,17.9
7235,6259,18
7236,6260.1,18.1
7237,6261.3,18.3
7238,6262.7,18.6
7239,6264.3,18.8
7240,6266,19
7241,6267.9,19.2
7242,6269.9,19.5
7243,6272,19.7
7244,6274.4,19.9
7245,6277,20
7246,6279.8,19.9
7247,6282.9,19.8
7248,6286.1,19.6
7249,6289.5,19.3
7250,6293,19
7251,6296.6,18.6
7252,6300.4,18.1
7253,6304.3,17.6
7254,6308.2,17.2
7255,6312,17
7256,6315.8,17
7257,6319.7,17.2
7258,6323.5,17.5
7259,6327.3,17.8
7260,6331,18
7261,6334.6,18.2
7262,6338.1,18.5
7263,6341.6,18.7
7264,6344.9,18.9
7265,6348,19
7266,6350.9,18.9
7267,6353.6,18.7
7268,6356.2,18.4
7269,6358.7,18.2
7270,6361,18
7271,6363.3,17.9
7272,6365.4,17.9
7273,6367.4,17.9
7274,6369.3,17.9
7275,6371,18
7276,6372.5,18.1
7277,6373.8,18.3
7278,6375,18.6
7279,6376.1,18.8
7280,6377,19
7281,6377.8,19.2
7282,6378.6,19.4
7283,6379.2,19.7
7284,6379.6,19.9
7285,6380,20
7286,6380.2,20.1
7287,6380.3,20.1
7288,6380.3,20.1
7289,6380.2,20.1
7290,6380,20
7291,6379.7,19.9
7292,6379.3,19.7
7293,6378.8,19.4
7294,6378.4,19.2
7295,6378,19
7296,6377.7,18.8
7297,6377.5,18.6
7298,6377.3,18.3
7299,6377.1,18.1
7300,6377,18
7301,6376.9,17.9
7302,6376.7,17.9
7303,6376.7,17.9
7304,6376.7,17.9
7305,6377,18
7306,6377.5,18.2
7307,6378.1,18.4
7308,6378.8,18.6
7309,6379.8,18.8
7310,6381,19
7311,6382.4,19.1
7312,6384,19.1
7313,6385.8,19.1
7314,6387.8,19.1
7315,6390,19
7316,6392.4,18.8
7317,6395.1,18.6
7318,6398,18.4
7319,6401,18.2
7320,6404,18
7321,6407.1,17.9
7322,6410.3,17.9
7323,6413.6,17.9
7324,6416.8,17.9
7325,6420,18
7326,6423.1,18.1
7327,6426.2,18.3
7328,6429.3,18.6
7329,6432.2,18.8
7330,6435,19
7331,6437.7,19.2
7332,6440.4,19.5
7333,6442.8,19.7
7334,6445.1,19.9
7335,6447,20
7336,6448.5,19.9
7337,6449.7,19.7
7338,6450.6,19.5
7339,6451.4,19.2
7340,6452,19
7341,6452.5,18.8
7342,6452.8,18.5
7343,6453,18.3
7344,6453.1,18.1
7345,6453,18
7346,6452.8,18.1
7347,6452.3,18.3
7348,6451.8,18.6
7349,6451.3,18.8
7350,6451,19
7351,6450.8,19.1
7352,6450.7,19.2
7353,6450.6,19.2
7354,6450.7,19.1
7355,6451,19
7356,6451.5,18.7
7357,6452.1,18.3
7358,6452.8,17.8
7359,6453.8,17.4
7360,6455,17
7361,6456.5,16.7
7362,6458.3,16.5
7363,6460.3,16.3
7364,6462.2,16.1
7365,6464,16
7366,6465.7,15.9
7367,6467.5,15.9
7368,6469.1,16
7369,6470.3,16
7370,6471,16
7371,6471,16
7372,6470.6,16
7373,6469.7,16
7374,6468.5,16
7375,6467,16
7376,6465.1,16
7377,6462.7,16
7378,6460.1,16.1
7379,6457.5,16.1
7380,6455,16
7381,6452.6,15.8
7382,6450.2,15.6
7383,6447.9,15.3
7384,6445.8,15.1
7385,6444,15
7386,6442.6,15.1
7387,6441.7,15.3
7388,6440.9,15.6
7389,6440,15.8
7390,6439,16
7391,6437.8,16.1
7392,6436.4,16.1
7393,6435,16.1
7394,6433.6,16.1
7395,6432,16
7396,6430.3,15.8
7397,6428.5,15.6
7398,6426.7,15.4
7399,6424.8,15.2
7400,6423,15
7401,6421,15
7402,6418.8,15
7403,6416.7,15
7404,6415,15
7405,6414,15
7406,6413.7,14.8
7407,6414,14.6
7408,6414.6,14.4
7409,6415.7,14.2
7410,6417,14
7411,6418.5,13.9
7412,6420.3,13.9
7413,6422.5,14
7414,6425,14
7415,6428,14
7416,6431.1,14
7417,6434.2,14
7418,6437.9,14
7419,6442.7,14
7420,6449,14
7421,6457.3,14
7422,6467.2,14
7423,6478.2,14
7424,6489.7,14
7425,6501,14
7426,6512.8,14
7427,6525.4,14
7428,6538,14
7429,6549.8,14
7430,6560,14
7431,6568.7,14
7432,6576.4,13.9
7433,6582.9,13.8
7434,6588.2,13.8
7435,6592,14
7436,6593.9,14.4
7437,6594.1,15.1
7438,6593.1,15.8
7439,6591.5,16.5
7440,6590,17
7441,6588.4,17.3
7442,6586.2,17.5
7443,6583.8,17.6
7444,6581.3,17.8
7445,6579,18
7446,6576.9,18.4
7447,6574.7,18.8
7448,6572.7,19.2
7449,6570.7,19.6
7450,6569,20
7451,6567.4,20.3
7452,6566,20.6
7453,6564.8,20.8
7454,6563.8,20.9
7455,6563,21
7456,6562.5,20.9
7457,6562.3,20.7
7458,6562.3,20.4
7459,6562.5,20.2
7460,6563,20
7461,6563.8,19.9
7462,6564.9,19.8
7463,6566.2,19.8
7464,6567.6,19.9
7465,6569,20
7466,6570.5,20.3
7467,6572,20.7
7468,6573.6,21.2
7469,6575.3,21.6
7470,6577,22
7471,6578.7,22.3
7472,6580.5,22.6
7473,6582.4,22.9
7474,6584.2,23
7475,6586,23
7476,6587.8,22.8
7477,6589.7,22.4
7478,6591.5,21.9
7479,6593.3,21.4
7480,6595,21
7481,6596.6,20.7
7482,6598.1,20.4
7483,6599.6,20.1
7484,6600.9,20
7485,6602,20
7486,6602.9,20.2
7487,6603.7,20.7
7488,6604.3,21.2
7489,6604.7,21.7
7490,6605,22
7491,6605.1,22.2
7492,6604.9,22.2
7493,6604.6,22.2
7494,6604.3,22.2
7495,6604,22
7496,6603.7,21.7
7497,6603.3,21.2
7498,6603,20.6
7499,6602.8,20.2
7500,6603,20
7501,6603.4,20.2
7502,6604,20.6
7503,6604.8,21.2
7504,6606.1,21.7
7505,6608,22
7506,6610.5,22.2
7507,6613.5,22.2
7508,6617,22.2
7509,6620.8,22.2
7510,6625,22
7511,6629.7,21.7
7512,6634.9,21.2
7513,6640.4,20.7
7514,6645.8,20.2
7515,6651,20
7516,6656,20
7517,6661.2,20.2
7518,6666.1,20.5
7519,6670.5,20.8
7520,6674,21
7521,6676.7,21.1
7522,6678.7,21.1
7523,6680.1,21.1
7524,6680.9,21.1
7525,6681,21
7526,6680.4,20.8
7527,6679.1,20.6
7528,6677.2,20.4
7529,6674.8,20.2
7530,6672,20
7531,6668.7,19.9
7532,6664.8,19.9
7533,6660.6,19.9
7534,6656.2,19.9
7535,6652,20
7536,6647.8,20.2
7537,6643.4,20.4
7538,6639,20.6
7539,6634.8,20.8
7540,6631,21
7541,6627.5,21.1
7542,6624.2,21.2
7543,6621.1,21.2
7544,6618.4,21.1
7545,6616,21
7546,6613.9,20.7
7547,6612.1,20.2
7548,6610.7,19.7
7549,6609.6,19.2
7550,6609,19
7551,6608.8,19
7552,6609,19.2
7553,6609.6,19.5
7554,6610.6,19.8
7555,6612,20
7556,6613.8,20.2
7557,6616,20.5
7558,6618.6,20.7
7559,6621.6,20.9
7560,6625,21
7561,6628.9,20.9
7562,6633.2,20.7
7563,6637.9,20.4
7564,6642.9,20.2
7565,6648,20
7566,6653.4,19.9
7567,6659.2,19.8
7568,6665.1,19.8
7569,6671.1,19.9
7570,6677,20
7571,6682.9,20.3
7572,6688.9,20.8
7573,6694.8,21.3
7574,6700.6,21.8
7575,6706,22
7576,6711.1,22
7577,6716,21.8
7578,6720.7,21.5
7579,6725,21.2
7580,6729,21
7581,6732.6,20.8
7582,6735.9,20.5
7583,6738.9,20.3
7584,6741.6,20.1
7585,6744,20
7586,6746.1,20.1
7587,6748,20.3
7588,6749.6,20.6
7589,6750.9,20.8
7590,6752,21
7591,6752.8,21.1
7592,6753.4,21.1
7593,6753.8,21.1
7594,6754,21.1
7595,6754,21
7596,6753.8,20.8
7597,6753.3,20.5
7598,6752.7,20.2
7599,6752.2,20
7600,6752,20
7601,6752,20.3
7602,6752.1,20.7
7603,6752.4,21.3
7604,6753,21.7
7605,6754,22
7606,6755.4,22
7607,6757.2,21.8
7608,6759.3,21.5
7609,6761.6,21.2
7610,6764,21
7611,6766.7,20.8
7612,6769.7,20.5
7613,6772.8,20.3
7614,6776,20.1
7615,6779,20
7616,6782,20.1
7617,6785,20.3
7618,6787.9,20.6
7619,6790.6,20.8
7620,6793,21
7621,6795.1,21.1
7622,6797,21.1
7623,6798.7,21.1
7624,6800,21.1
7625,6801,21
7626,6801.6,20.8
7627,6801.8,20.6
7628,6801.7,20.3
7629,6801.4,20.1
7630,6801,20
7631,6800.5,20.1
7632,6799.8,20.2
7633,6798.9,20.4
7634,6798,20.7
7635,6797,21
7636,6795.9,21.4
7637,6794.6,21.8
7638,6793.4,22.3
7639,6792.1,22.7
7640,6791,23
7641,6790,23.2
7642,6789.2,23.2
7643,6788.4,23.2
7644,6787.6,23.2
7645,6787,23
7646,6786.4,22.7
7647,6785.8,22.2
7648,6785.3,21.8
7649,6785,21.3
7650,6785,21
7651,6785.2,20.9
7652,6785.6,20.8
7653,6786.2,20.8
7654,6787,20.9
7655,6788,21
7656,6789.2,21.2
7657,6790.6,21.4
7658,6792.2,21.6
7659,6794,21.8
7660,6796,22
7661,6798.2,22
7662,6800.6,22
7663,6803.2,21.9
7664,6806,21.9
7665,6809,22
7666,6812.3,22.3
7667,6815.8,22.7
7668,6819.5,23.1
7669,6823.3,23.6
7670,6827,24
7671,6830.8,24.5
7672,6834.6,25
7673,6838.5,25.5
7674,6842.3,25.9
7675,6846,26
7676,6849.6,25.9
7677,6853,25.5
7678,6856.4,25
7679,6859.8,24.5
7680,6863,24
7681,6866.2,23.6
7682,6869.2,23.1
7683,6872.2,22.7
7684,6875.2,22.3
7685,6878,22
7686,6880.8,21.9
7687,6883.5,21.9
7688,6886.2,22
7689,6888.7,22
7690,6891,22
7691,6893.1,21.8
7692,6895,21.6
7693,6896.8,21.3
7694,6898.5,21.1
7695,6900,21
7696,6901.4,21.1
7697,6902.7,21.2
7698,6903.9,21.4
7699,6905,21.7
7700,6906,22
7701,6907,22.4
7702,6907.8,22.9
7703,6908.6,23.4
7704,6909.4,23.8
7705,6910,24
7706,6910.6,24
7707,6911,23.8
7708,6911.4,23.5
7709,6911.8,23.2
7710,6912,23
7711,6912.1,22.8
7712,6912.1,22.6
7713,6912,22.3
7714,6912,22.1
7715,6912,22
7716,6912.1,21.9
7717,6912.3,21.9
7718,6912.6,22
7719,6912.8,22
7720,6913,22
7721,6913.2,22
7722,6913.4,22
7723,6913.5,22.1
7724,6913.7,22.1
7725,6914,22
7726,6914.3,21.8
7727,6914.6,21.6
7728,6915,21.3
7729,6915.5,21.1
7730,6916,21
7731,6916.7,21.1
7732,6917.5,21.3
7733,6918.3,21.5
7734,6919.2,21.8
7735,6920,22
7736,6920.8,22.2
7737,6921.5,22.5
7738,6922.2,22.7
7739,6923,22.9
7740,6924,23
7741,6925.2,22.9
7742,6926.6,22.7
7743,6928.1,22.5
7744,6929.6,22.2
7745,6931,22
7746,6932.3,21.8
7747,6933.5,21.5
7748,6934.7,21.3
7749,6935.9,21.1
7750,6937,21
7751,6938.1,21.1
7752,6939.3,21.3
7753,6940.3,21.6
7754,6941.3,21.8
7755,6942,22
7756,6942.5,22.1
7757,6942.8,22.1
7758,6943,22.1
7759,6943.1,22.1
7760,6943,22
7761,6942.8,21.8
7762,6942.4,21.6
7763,6941.9,21.4
7764,6941.4,21.2
7765,6941,21
7766,6940.6,20.9
7767,6940.2,20.9
7768,6939.7,20.9
7769,6939.3,20.9
7770,6939,21
7771,6938.7,21.2
7772,6938.3,21.5
7773,6938,21.8
7774,6937.9,22
7775,6938,22
7776,6938.4,21.7
7777,6939,21.3
7778,6939.9,20.7
7779,6940.9,20.3
7780,6942,20
7781,6943.2,20
7782,6944.6,20.2
7783,6946.2,20.5
7784,6948,20.8
7785,6950,21
7786,6952.4,21.2
7787,6955,21.5
7788,6957.8,21.8
7789,6960.8,22
7790,6964,22
7791,6967.4,21.7
7792,6971.2,21.3
7793,6975,20.7
7794,6978.7,20.3
7795,6982,20
7796,6985.1,20
7797,6988.2,20.2
7798,6991,20.5
7799,6993.3,20.8
7800,6995,21
7801,6996,21.1
7802,6996.4,21.1
7803,6996.3,21.1
7804,6995.8,21.1
7805,6995,21
7806,6993.7,20.8
7807,6991.8,20.6
7808,6989.6,20.3
7809,6987.3,20.1
7810,6985,20
7811,6982.6,20.1
7812,6980.1,20.3
7813,6977.5,20.6
7814,6975.1,20.8
7815,6973,21
7816,6971.1,21.1
7817,6969.3,21.1
7818,6967.8,21.1
7819,6966.6,21.1
7820,6966,21
7821,6966,20.8
7822,6966.5,20.6
7823,6967.4,20.3
7824,6968.6,20.1
7825,6970,20
7826,6971.6,20.1
7827,6973.4,20.3
7828,6975.5,20.6
7829,6977.7,20.8
7830,6980,21
7831,6982.4,21.1
7832,6985,21.1
7833,6987.7,21.1
7834,6990.4,21.1
7835,6993,21
7836,6995.6,20.8
7837,6998.3,20.6
7838,7001,20.3
7839,7003.6,20.1
7840,7006,20
7841,7008.3,20.1
7842,7010.4,20.4
7843,7012.4,20.6
7844,7014.3,20.9
7845,7016,21
7846,7017.6,20.9
7847,7019,20.7
7848,7020.2,20.4
7849,7021.2,20.2
7850,7022,20
7851,7022.3,19.9
7852,7022.3,19.8
7853,7022.1,19.8
7854,7021.9,19.9
7855,7022,20
7856,7022.3,20.3
7857,7022.6,20.8
7858,7023.1,21.2
7859,7023.8,21.7
7860,7025,22
7861,7026.6,22.1
7862,7028.5,22.1
7863,7030.7,22.1
7864,7033.2,22
7865,7036,22
7866,7039.2,22
7867,7042.7,22
7868,7046.5,21.9
7869,7050.4,21.9
7870,7054,22
7871,7057.6,22.2
7872,7061.2,22.4
7873,7064.7,22.6
7874,7068,22.8
7875,7071,23
7876,7073.7,23.1
7877,7076.3,23.1
7878,7078.6,23.1
7879,7080.5,23.1
7880,7082,23
7881,7083,22.8
7882,7083.6,22.6
7883,7083.9,22.4
7884,7083.7,22.2
7885,7083,22
7886,7081.9,22
7887,7080.3,22
7888,7078.2,22.1
7889,7075.8,22.1
7890,7073,22
7891,7069.7,21.7
7892,7065.9,21.2
7893,7061.8,20.7
7894,7057.4,20.2
7895,7053,20
7896,7048.3,20
7897,7043.2,20.2
7898,7038.1,20.5
7899,7033.2,20.8
7900,7029,21
7901,7025.4,21.1
7902,7022.1,21.1
7903,7019.3,21.1
7904,7016.9,21.1
7905,7015,21
7906,7013.7,20.8
7907,7013,20.6
7908,7012.6,20.4
7909,7012.7,20.2
7910,7013,20
7911,7013.6,19.9
7912,7014.6,19.9
7913,7015.9,19.9
7914,7017.4,19.9
7915,7019,20
7916,7020.7,20.1
7917,7022.5,20.3
7918,7024.4,20.5
7919,7026.6,20.7
7920,7029,21
7921,7031.6,21.4
7922,7034.3,21.8
7923,7037.3,22.3
7924,7040.5,22.7
7925,7044,23
7926,7047.9,23.2
7927,7052.1,23.2
7928,7056.5,23.2
7929,7061.2,23.2
7930,7066,23
7931,7071.2,22.7
7932,7076.7,22.2
7933,7082.3,21.7
7934,7087.8,21.2
7935,7093,21
7936,7097.9,21
7937,7102.8,21.2
7938,7107.4,21.5
7939,7111.5,21.8
7940,7115,22
7941,7117.8,22.1
7942,7120,22.1
7943,7121.7,22
7944,7123,22
7945,7124,22
7946,7124.6,22
7947,7124.7,21.9
7948,7124.5,21.9
7949,7124.2,21.9
7950,7124,22
7951,7123.8,22.3
7952,7123.3,22.8
7953,7122.9,23.2
7954,7122.8,23.7
7955,7123,24
7956,7123.6,24.1
7957,7124.6,24.2
7958,7125.8,24.2
7959,7127.2,24.1
7960,7129,24
7961,7131.1,23.9
7962,7133.6,23.7
7963,7136.2,23.5
7964,7139.1,23.3
7965,7142,23
7966,7145,22.6
7967,7148.2,22.2
7968,7151.5,21.8
7969,7154.8,21.4
7970,7158,21
7971,7161.1,20.7
7972,7164.3,20.4
7973,7167.4,20.2
7974,7170.3,20.1
7975,7173,20
7976,7175.4,20.1
7977,7177.7,20.4
7978,7179.7,20.6
7979,7181.5,20.9
7980,7183,21
7981,7184.1,20.9
7982,7184.9,20.7
7983,7185.4,20.4
7984,7185.8,20.2
7985,7186,20
7986,7186.1,19.9
7987,7186,19.9
7988,7185.8,20
7989,7185.5,20
7990,7185,20
7991,7184.4,20
7992,7183.6,19.9
7993,7182.7,19.9
7994,7181.8,19.9
7995,7181,20
7996,7180.2,20.3
7997,7179.4,20.6
7998,7178.7,21
7999,7178.2,21.5
8000,7178,22
8001,7178.1,22.6
8002,7178.4,23.3
8003,7178.9,24
8004,7179.8,24.6
8005,7181,25
8006,7182.6,25.2
8007,7184.5,25.3
8008,7186.8,25.2
8009,7189.3,25.1
8010,7192,25
8011,7195,24.9
8012,7198.2,24.7
8013,7201.6,24.4
8014,7205.2,24.2
8015,7209,24
8016,7212.9,23.8
8017,7217.1,23.5
8018,7221.4,23.2
8019,7225.7,23
8020,7230,23
8021,7234.2,23.2
8022,7238.5,23.6
8023,7242.7,24.1
8024,7246.9,24.6
8025,7251,25
8026,7255,25.3
8027,7258.9,25.5
8028,7262.7,25.6
8029,7266.4,25.8
8030,7270,26
8031,7273.4,26.2
8032,7276.8,26.5
8033,7280,26.7
8034,7283,26.9
8035,7286,27
8036,7288.9,26.9
8037,7291.6,26.7
8038,7294.2,26.4
8039,7296.7,26.2
8040,7299,26
8041,7301.1,26
8042,7303,26
8043,7304.7,26
8044,7306.4,26
8045,7308,26
8046,7309.6,25.8
8047,7311,25.6
8048,7312.4,25.3
8049,7313.8,25.1
8050,7315,25
