CalBP,BP,Error
5284,4515.5,14.2
5285,4518,14
5286,4520.6,13.9
5287,4523.3,13.9
5288,4526,14
5289,4528.6,14
5290,4531,14
5291,4533.1,14
5292,4534.9,13.9
5293,4536.6,13.9
5294,4538.3,13.9
5295,4540,14
5296,4541.8,14.3
5297,4543.5,14.8
5298,4545.3,15.3
5299,4547.1,15.8
5300,4549,16
5301,4551,16
5302,4553,15.8
5303,4555.1,15.5
5304,4557.4,15.2
5305,4560,15
5306,4562.9,14.9
5307,4566.1,14.9
5308,4569.5,15
5309,4573.1,15
5310,4577,15
5311,4581.1,15
5312,4585.5,15
5313,4590.1,15
5314,4594.9,15
5315,4600,15
5316,4605.4,15
5317,4611,15
5318,4616.8,15
5319,4622.8,15
5320,4629,15
5321,4635.4,15
5322,4642.2,15
5323,4649,15
5324,4655.7,15
5325,4662,15
5326,4668.1,15
5327,4674.1,15
5328,4679.9,15
5329,4685.2,15
5330,4690,15
5331,4694.2,15
5332,4698,15
5333,4701.3,15
5334,4704,15
5335,4706,15
5336,4707.2,15
5337,4707.5,15
5338,4707.3,15
5339,4706.8,15
5340,4706,15
5341,4704.9,15
5342,4703.3,15
5343,4701.5,14.9
5344,4699.7,14.9
5345,4698,15
5346,4696.4,15.2
5347,4694.6,15.4
5348,4693,15.7
5349,4691.7,15.9
5350,4691,16
5351,4690.9,15.9
5352,4691.3,15.6
5353,4692,15.4
5354,4693,15.1
5355,4694,15
5356,4695.2,15.1
5357,4696.6,15.4
5358,4698.2,15.6
5359,4699.7,15.9
5360,4701,16
5361,4702.2,15.9
5362,4703.4,15.7
5363,4704.5,15.4
5364,4705.4,15.2
5365,4706,15
5366,4706.3,14.9
5367,4706.4,14.9
5368,4706.2,15
5369,4705.7,15
5370,4705,15
5371,4703.9,15
5372,4702.5,15
5373,4700.8,15
5374,4699,15
5375,4697,15
5376,4694.8,15
5377,4692.4,15
5378,4689.8,15
5379,4687.3,15
5380,4685,15
5381,4682.8,15
5382,4680.6,15
5383,4678.5,15
5384,4676.6,15
5385,4675,15
5386,4673.6,15
5387,4672.3,15
5388,4671.3,15
5389,4670.5,15
5390,4670,15
5391,4670,15
5392,4670.4,15
5393,4671,15
5394,4671.6,15
5395,4672,15
5396,4672.2,15
5397,4672.3,15
5398,4672.4,15
5399,4672.3,15
5400,4672,15
5401,4671.5,15
5402,4670.9,15
5403,4670.1,15
5404,4669.1,15
5405,4668,15
5406,4666.7,15
5407,4665.1,15
5408,4663.5,15.1
5409,4661.7,15.1
5410,4660,15
5411,4658.3,14.8
5412,4656.6,14.6
5413,4654.9,14.3
5414,4653,14.1
5415,4651,14
5416,4648.7,14.1
5417,4646.3,14.3
5418,4643.7,14.6
5419,4641.3,14.8
5420,4639,15
5421,4636.9,15.1
5422,4634.8,15.1
5423,4633,15
5424,4631.3,15
5425,4630,15
5426,4629,15
5427,4628.2,15
5428,4627.7,15
5429,4627.6,15
5430,4628,15
5431,4628.8,15
5432,4630,15
5433,4631.7,15
5434,4633.7,15
5435,4636,15
5436,4638.8,15
5437,4642,15
5438,4645.6,15
5439,4649.3,15
5440,4653,15
5441,4657,15
5442,4661.2,15
5443,4665.5,15
5444,4669.5,15
5445,4673,15
5446,4675.9,15
5447,4678.4,15
5448,4680.5,15
5449,4682.4,15
5450,4684,15
5451,4685.2,15
5452,4686,15
5453,4686.6,14.9
5454,4687.2,14.9
5455,4688,15
5456,4689,15.2
5457,4690,15.4
5458,4691.1,15.7
5459,4692.4,15.9
5460,4694,16
5461,4695.9,15.9
5462,4698.1,15.6
5463,4700.6,15.4
5464,4703.2,15.1
5465,4706,15
5466,4709,15.1
5467,4712.2,15.4
5468,4715.7,15.6
5469,4719.3,15.9
5470,4723,16
5471,4727,15.9
5472,4731.2,15.6
5473,4735.5,15.4
5474,4739.8,15.1
5475,4744,15
5476,4748.1,15.1
5477,4752.1,15.4
5478,4756.1,15.6
5479,4760.1,15.9
5480,4764,16
5481,4768,15.9
5482,4772,15.6
5483,4775.9,15.4
5484,4779.6,15.1
5485,4783,15
5486,4786.1,15.1
5487,4788.9,15.4
5488,4791.5,15.6
5489,4793.9,15.9
5490,4796,16
5491,4798,15.9
5492,4799.8,15.6
5493,4801.3,15.4
5494,4802.4,15.1
5495,4803,15
5496,4803,15.1
5497,4802.6,15.3
5498,4801.8,15.6
5499,4800.6,15.8
5500,4799,16
5501,4797,16
5502,4794.4,16
5503,4791.6,16
5504,4788.7,16
5505,4786,16
5506,4783.2,16.2
5507,4780.3,16.4
5508,4777.5,16.7
5509,4775,16.9
5510,4773,17
5511,4771.7,16.9
5512,4770.8,16.7
5513,4770.3,16.4
5514,4770.1,16.2
5515,4770,16
5516,4770.3,15.9
5517,4770.9,15.9
5518,4771.7,16
5519,4772.5,16
5520,4773,16
5521,4773.3,16
5522,4773.6,16
5523,4773.6,16.1
5524,4773.5,16.1
5525,4773,16
5526,4772.1,15.8
5527,4770.8,15.6
5528,4769.3,15.3
5529,4767.6,15.1
5530,4766,15
5531,4764.3,15.1
5532,4762.4,15.4
5533,4760.5,15.6
5534,4758.6,15.9
5535,4757,16
5536,4755.5,15.9
5537,4754.1,15.6
5538,4752.9,15.4
5539,4751.8,15.1
5540,4751,15
5541,4750.4,15.1
5542,4750,15.3
5543,4749.9,15.6
5544,4749.9,15.8
5545,4750,16
5546,4750.3,16.1
5547,4750.9,16.1
5548,4751.6,16.1
5549,4752.3,16.1
5550,4753,16
5551,4753.6,15.9
5552,4754.3,15.7
5553,4755,15.5
5554,4755.6,15.3
5555,4756,15
5556,4756.2,14.6
5557,4756.3,14.1
5558,4756.2,13.6
5559,4756.1,13.2
5560,4756,13
5561,4755.8,13
5562,4755.3,13.2
5563,4754.9,13.5
5564,4754.8,13.8
5565,4755,14
5566,4755.6,14.1
5567,4756.6,14.1
5568,4757.8,14
5569,4759.2,14
5570,4761,14
5571,4763,14
5572,4765.4,14
5573,4768,14
5574,4770.8,14
5575,4774,14
5576,4777.4,14
5577,4781,14
5578,4784.9,14.1
5579,4789.2,14.1
5580,4794,14
5581,4799.5,13.8
5582,4805.6,13.6
5583,4812.1,13.4
5584,4818.6,13.2
5585,4825,13
5586,4831.3,12.9
5587,4837.6,12.9
5588,4844,13
5589,4850.1,13
5590,4856,13
5591,4861.5,13
5592,4866.8,13
5593,4871.9,12.9
5594,4876.9,12.9
5595,4882,13
5596,4887,13.2
5597,4892,13.4
5598,4897,13.6
5599,4902,13.8
5600,4907,14
5601,4912.2,14.1
5602,4917.6,14.1
5603,4923,14
5604,4928.2,14
5605,4933,14
5606,4937.6,14
5607,4942.2,14
5608,4946.4,14.1
5609,4950.1,14.1
5610,4953,14
5611,4955.2,13.8
5612,4956.8,13.6
5613,4957.9,13.4
5614,4958.3,13.2
5615,4958,13
5616,4956.8,12.9
5617,4954.7,12.9
5618,4952.1,13
5619,4949.4,13
5620,4947,13
5621,4944.9,13
5622,4942.7,13
5623,4940.7,13
5624,4938.7,13
5625,4937,13
5626,4935.6,13
5627,4934.4,13
5628,4933.3,13
5629,4932.2,13
5630,4931,13
5631,4929.6,13
5632,4928.2,13
5633,4926.7,12.9
5634,4925.3,12.9
5635,4924,13
5636,4922.8,13.1
5637,4921.6,13.3
5638,4920.5,13.5
5639,4919.6,13.7
5640,4919,14
5641,4918.5,14.4
5642,4918.2,14.8
5643,4918.1,15.3
5644,4918.3,15.7
5645,4919,16
5646,4920.1,16.1
5647,4921.5,16.1
5648,4923.3,16.1
5649,4925.5,16
5650,4928,16
5651,4930.9,16
5652,4934.3,16
5653,4938,16.1
5654,4941.9,16.1
5655,4946,16
5656,4950.4,15.8
5657,4955.3,15.6
5658,4960.2,15.3
5659,4964.9,15.1
5660,4969,15
5661,4972.6,15.1
5662,4976,15.3
5663,4978.9,15.6
5664,4981.3,15.8
5665,4983,16
5666,4983.8,16.1
5667,4983.8,16.1
5668,4983.3,16
5669,4982.6,16
5670,4982,16
5671,4981.5,16
5672,4980.8,16
5673,4980.2,16.1
5674,4979.5,16.1
5675,4979,16
5676,4978.7,15.8
5677,4978.5,15.6
5678,4978.3,15.3
5679,4978.2,15.1
5680,4978,15
5681,4977.8,15.1
5682,4977.7,15.4
5683,4977.6,15.6
5684,4977.4,15.9
5685,4977,16
5686,4976.4,15.9
5687,4975.6,15.6
5688,4974.7,15.4
5689,4973.8,15.1
5690,4973,15
5691,4972.2,15.1
5692,4971.3,15.4
5693,4970.4,15.6
5694,4969.6,15.9
5695,4969,16
5696,4968.6,15.9
5697,4968.3,15.7
5698,4968.1,15.4
5699,4968,15.2
5700,4968,15
5701,4968,14.9
5702,4968.1,14.9
5703,4968.2,14.9
5704,4968.5,14.9
5705,4969,15
5706,4969.7,15.2
5707,4970.7,15.4
5708,4971.7,15.6
5709,4972.9,15.8
5710,4974,16
5711,4975.1,16.1
5712,4976.3,16.1
5713,4977.6,16
5714,4978.8,16
5715,4980,16
5716,4981.2,16
5717,4982.3,16
5718,4983.5,16
5719,4984.7,16
5720,4986,16
5721,4987.5,16
5722,4989.1,16
5723,4990.8,15.9
5724,4992.4,15.9
5725,4994,16
5726,4995.5,16.2
5727,4996.9,16.4
5728,4998.2,16.7
5729,4999.6,16.9
5730,5001,17
5731,5002.4,16.9
5732,5003.8,16.7
5733,5005.1,16.4
5734,5006.5,16.2
5735,5008,16
5736,5009.5,15.9
5737,5011,15.9
5738,5012.5,15.9
5739,5014.2,15.9
5740,5016,16
5741,5017.9,16.2
5742,5019.9,16.4
5743,5022.1,16.7
5744,5024.4,16.9
5745,5027,17
5746,5029.9,16.9
5747,5033,16.6
5748,5036.4,16.4
5749,5039.7,16.1
5750,5043,16
5751,5046.2,16.1
5752,5049.5,16.4
5753,5052.8,16.6
5754,5056,16.9
5755,5059,17
5756,5061.9,16.9
5757,5064.7,16.6
5758,5067.4,16.4
5759,5069.8,16.1
5760,5072,16
5761,5073.8,16.1
5762,5075.3,16.3
5763,5076.6,16.6
5764,5077.8,16.8
5765,5079,17
5766,5080.2,17.1
5767,5081.4,17.1
5768,5082.5,17.1
5769,5083.4,17.1
5770,5084,17
5771,5084.3,16.8
5772,5084.4,16.6
5773,5084.3,16.3
5774,5084.1,16.1
5775,5084,16
5776,5083.9,16.1
5777,5083.7,16.4
5778,5083.5,16.6
5779,5083.3,16.9
5780,5083,17
5781,5082.6,16.9
5782,5082.2,16.6
5783,5081.8,16.4
5784,5081.4,16.1
5785,5081,16
5786,5080.7,16.1
5787,5080.4,16.4
5788,5080.1,16.6
5789,5080,16.9
5790,5080,17
5791,5080.2,16.9
5792,5080.6,16.7
5793,5081.1,16.4
5794,5081.6,16.2
5795,5082,16
5796,5082.5,16
5797,5083,16
5798,5083.6,16
5799,5083.9,16
5800,5084,16
5801,5083.8,15.8
5802,5083.3,15.6
5803,5082.7,15.4
5804,5081.9,15.2
5805,5081,15
5806,5080,14.9
5807,5078.8,14.9
5808,5077.5,15
5809,5076.2,15
5810,5075,15
5811,5073.9,15
5812,5072.9,15
5813,5071.9,15
5814,5070.9,15
5815,5070,15
5816,5069.3,15
5817,5068.7,15
5818,5068.1,14.9
5819,5067.3,14.9
5820,5066,15
5821,5064.2,15.2
5822,5062.1,15.4
5823,5059.7,15.6
5824,5057,15.8
5825,5054,16
5826,5050.5,16.1
5827,5046.4,16.1
5828,5042.1,16
5829,5038.2,16
5830,5035,16
5831,5032.5,16
5832,5030.4,16
5833,5028.8,16
5834,5027.7,16
5835,5027,16
5836,5027,16
5837,5027.6,16
5838,5028.6,16
5839,5029.8,16
5840,5031,16
5841,5032.3,16
5842,5033.8,16
5843,5035.3,16
5844,5036.8,16
5845,5038,16
5846,5038.8,16
5847,5039.4,16
5848,5039.8,16
5849,5040.3,16
5850,5041,16
5851,5041.9,16
5852,5042.9,16
5853,5043.9,15.9
5854,5045,15.9
5855,5046,16
5856,5047,16.1
5857,5048.1,16.3
5858,5049.2,16.6
5859,5050.2,16.8
5860,5051,17
5861,5051.6,17.2
5862,5052.1,17.4
5863,5052.5,17.7
5864,5052.8,17.9
5865,5053,18
5866,5053.1,18.1
5867,5053.2,18.1
5868,5053.2,18
5869,5053.1,18
5870,5053,18
5871,5052.8,18
5872,5052.6,17.9
5873,5052.3,17.9
5874,5052.1,17.9
5875,5052,18
5876,5052,18.3
5877,5052,18.8
5878,5052.1,19.3
5879,5052.4,19.8
5880,5053,20
5881,5053.8,20
5882,5054.8,19.9
5883,5056,19.6
5884,5057.4,19.3
5885,5059,19
5886,5060.8,18.6
5887,5062.8,18.1
5888,5065.1,17.6
5889,5067.5,17.2
5890,5070,17
5891,5072.7,17.2
5892,5075.6,17.6
5893,5078.6,18.2
5894,5081.7,18.7
5895,5085,19
5896,5088.4,19.2
5897,5091.9,19.2
5898,5095.6,19.2
5899,5099.3,19.2
5900,5103,19
5901,5106.8,18.7
5902,5110.6,18.2
5903,5114.4,17.8
5904,5118.2,17.3
5905,5122,17
5906,5125.7,16.9
5907,5129.5,16.9
5908,5133.1,16.9
5909,5136.7,17
5910,5140,17
5911,5143.1,17
5912,5146,17
5913,5148.8,17.1
5914,5151.5,17.1
5915,5154,17
5916,5156.4,16.8
5917,5158.7,16.6
5918,5160.8,16.4
5919,5162.9,16.2
5920,5165,16
5921,5167,15.9
5922,5169,15.9
5923,5170.9,15.9
5924,5172.9,15.9
5925,5175,16
5926,5177.2,16.2
5927,5179.5,16.4
5928,5181.9,16.6
5929,5184.4,16.8
5930,5187,17
5931,5189.8,17.1
5932,5192.7,17.1
5933,5195.8,17.1
5934,5198.9,17.1
5935,5202,17
5936,5205.2,16.8
5937,5208.4,16.6
5938,5211.7,16.3
5939,5214.9,16.1
5940,5218,16
5941,5221,16.1
5942,5223.9,16.3
5943,5226.8,16.5
5944,5229.5,16.8
5945,5232,17
5946,5234.4,17.2
5947,5236.7,17.4
5948,5238.8,17.7
5949,5240.6,17.9
5950,5242,18
5951,5243,18.1
5952,5243.7,18.1
5953,5244.1,18.1
5954,5244.2,18.1
5955,5244,18
5956,5243.5,17.8
5957,5242.7,17.6
5958,5241.6,17.4
5959,5240.4,17.2
5960,5239,17
5961,5237.5,16.9
5962,5235.8,16.9
5963,5234,16.9
5964,5232.1,16.9
5965,5230,17
5966,5227.8,17.2
5967,5225.4,17.4
5968,5222.9,17.7
5969,5220.4,17.9
5970,5218,18
5971,5215.7,17.9
5972,5213.3,17.7
5973,5211.1,17.5
5974,5208.9,17.2
5975,5207,17
5976,5205.1,16.8
5977,5203.2,16.6
5978,5201.6,16.3
5979,5200.4,16.1
5980,5200,16
5981,5200.3,15.9
5982,5201.1,15.9
5983,5202.5,16
5984,5204.5,16
5985,5207,16
5986,5210.3,16
5987,5214.4,16
5988,5219,16
5989,5223.6,16
5990,5228,16
5991,5231.9,16
5992,5235.7,16
5993,5239.5,15.9
5994,5243.5,15.9
5995,5248,16
5996,5253.2,16.1
5997,5259,16.2
5998,5264.9,16.4
5999,5270.7,16.7
6000,5276,17
6001,5280.8,17.5
6002,5285.4,18.1
6003,5289.7,18.7
6004,5293.6,19.4
6005,5297,20
6006,5299.8,20.6
6007,5301.9,21.3
6008,5303.7,22
6009,5305.4,22.6
6010,5307,23
6011,5308.6,23.2
6012,5310.1,23.3
6013,5311.5,23.3
6014,5312.8,23.2
6015,5314,23
6016,5315.1,22.7
6017,5316.2,22.2
6018,5317.2,21.8
6019,5318.1,21.3
6020,5319,21
6021,5319.9,20.9
6022,5320.7,20.9
6023,5321.5,20.9
6024,5322.3,21
6025,5323,21
6026,5323.7,21
6027,5324.3,21.1
6028,5324.9,21.1
6029,5325.5,21.1
6030,5326,21
6031,5326.5,20.7
6032,5327.1,20.2
6033,5327.5,19.8
6034,5327.9,19.3
6035,5328,19
6036,5328,18.9
6037,5327.8,19
6038,5327.5,19
6039,5326.9,19.1
6040,5326,19
6041,5324.7,18.7
6042,5323,18.2
6043,5321,17.8
6044,5319,17.3
6045,5317,17
6046,5315,16.9
6047,5312.7,16.8
6048,5310.5,16.8
6049,5308.6,16.9
6050,5307,17
6051,5305.8,17.2
6052,5304.9,17.4
6053,5304.2,17.7
6054,5303.9,17.9
6055,5304,18
6056,5304.6,17.9
6057,5305.7,17.6
6058,5307,17.4
6059,5308.5,17.1
6060,5310,17
6061,5311.6,17.1
6062,5313.4,17.3
6063,5315.2,17.6
6064,5316.8,17.8
6065,5318,18
6066,5318.7,18.1
6067,5319.2,18.2
6068,5319.4,18.2
6069,5319.3,18.1
6070,5319,18
6071,5318.5,17.7
6072,5317.7,17.2
6073,5316.7,16.7
6074,5315.5,16.2
6075,5314,16
6076,5312.2,16
6077,5310.1,16.2
6078,5307.8,16.5
6079,5305.4,16.8
6080,5303,17
6081,5300.5,17.2
6082,5297.9,17.5
6083,5295.2,17.7
6084,5292.6,17.9
6085,5290,18
6086,5287.5,17.9
6087,5284.9,17.6
6088,5282.5,17.3
6089,5280.1,17
6090,5278,17
6091,5276,17.2
6092,5274.1,17.6
6093,5272.4,18.1
6094,5271,18.6
6095,5270,19
6096,5269.3,19.4
6097,5269,19.8
6098,5269,20.3
6099,5269.3,20.7
6100,5270,21
6101,5271.1,21.3
6102,5272.6,21.6
6103,5274.4,21.8
6104,5276.5,21.9
6105,5279,22
6106,5281.8,21.9
6107,5285.1,21.8
6108,5288.6,21.6
6109,5292.3,21.3
6110,5296,21
6111,5299.8,20.6
6112,5303.8,20.2
6113,5307.9,19.8
6114,5312,19.4
6115,5316,19
6116,5320.1,18.7
6117,5324.2,18.4
6118,5328.3,18.2
6119,5332.3,18.1
6120,5336,18
6121,5339.6,18.1
6122,5343.2,18.3
6123,5346.5,18.6
6124,5349.5,18.8
6125,5352,19
6126,5354,19.1
6127,5355.6,19.1
6128,5356.9,19
6129,5357.7,19
6130,5358,19
6131,5357.8,19
6132,5357.2,19
6133,5356.2,19.1
6134,5354.8,19.1
6135,5353,19
6136,5350.8,18.9
6137,5348.2,18.7
6138,5345.3,18.4
6139,5342.2,18.2
6140,5339,18
6141,5335.7,17.8
6142,5332.1,17.5
6143,5328.4,17.3
6144,5324.7,17.1
6145,5321,17
6146,5317.3,17.1
6147,5313.5,17.3
6148,5309.8,17.6
6149,5306.2,17.8
6150,5303,18
6151,5300.1,18.1
6152,5297.4,18.1
6153,5294.9,18
6154,5292.8,18
6155,5291,18
6156,5289.5,18
6157,5288.4,18
6158,5287.6,18.1
6159,5287.1,18.1
6160,5287,18
6161,5287.3,17.8
6162,5288.1,17.6
6163,5289.2,17.4
6164,5290.5,17.2
6165,5292,17
6166,5293.6,16.9
6167,5295.4,16.9
6168,5297.5,16.9
6169,5299.7,16.9
6170,5302,17
6171,5304.5,17.2
6172,5307.3,17.4
6173,5310.2,17.6
6174,5313.1,17.8
6175,5316,18
6176,5318.8,18.1
6177,5321.6,18.1
6178,5324.3,18.1
6179,5327.1,18.1
6180,5330,18
6181,5333,17.9
6182,5336,17.7
6183,5339,17.4
6184,5342,17.2
6185,5345,17
6186,5347.9,16.8
6187,5350.7,16.6
6188,5353.5,16.3
6189,5356.3,16.1
6190,5359,16
6191,5361.7,15.9
6192,5364.3,15.9
6193,5366.8,15.9
6194,5369.4,15.9
6195,5372,16
6196,5374.6,16.1
6197,5377.2,16.3
6198,5379.7,16.6
6199,5382.3,16.8
6200,5385,17
6201,5387.7,17.2
6202,5390.5,17.5
6203,5393.4,17.7
6204,5396.2,17.9
6205,5399,18
6206,5401.8,17.9
6207,5404.7,17.7
6208,5407.5,17.5
6209,5410.3,17.2
6210,5413,17
6211,5415.6,16.8
6212,5418.1,16.6
6213,5420.5,16.3
6214,5422.8,16.1
6215,5425,16
6216,5427.1,15.9
6217,5429,15.9
6218,5430.8,15.9
6219,5432.5,15.9
6220,5434,16
6221,5435.4,16.2
6222,5436.6,16.4
6223,5437.7,16.6
6224,5438.5,16.8
6225,5439,17
6226,5439.2,17.1
6227,5439.1,17.1
6228,5438.7,17
6229,5438,17
6230,5437,17
6231,5435.6,17
6232,5433.8,17
6233,5431.7,17.1
6234,5429.4,17.1
6235,5427,17
6236,5424.5,16.8
6237,5421.8,16.6
6238,5418.9,16.3
6239,5416,16.1
6240,5413,16
6241,5409.9,16.1
6242,5406.6,16.3
6243,5403.2,16.5
6244,5400,16.8
6245,5397,17
6246,5394.2,17.2
6247,5391.6,17.4
6248,5389.2,17.6
6249,5387,17.8
6250,5385,18
6251,5383.3,18.2
6252,5381.8,18.5
6253,5380.5,18.7
6254,5379.6,18.9
6255,5379,19
6256,5378.8,18.9
6257,5378.8,18.7
6258,5379.2,18.5
6259,5380,18.2
6260,5381,18
6261,5382.4,17.8
6262,5384.2,17.6
6263,5386.3,17.3
6264,5388.6,17.1
6265,5391,17
6266,5393.6,16.9
6267,5396.5,16.9
6268,5399.5,16.9
6269,5402.7,16.9
6270,5406,17
6271,5409.4,17.1
6272,5412.9,17.3
6273,5416.5,17.6
6274,5420.2,17.8
6275,5424,18
6276,5427.9,18.2
6277,5431.9,18.5
6278,5436,18.8
6279,5440,19
6280,5444,19
6281,5447.9,18.8
6282,5451.7,18.4
6283,5455.4,17.9
6284,5459.2,17.4
6285,5463,17
6286,5466.8,16.7
6287,5470.6,16.4
6288,5474.4,16.2
6289,5478.2,16.1
6290,5482,16
6291,5485.8,16.1
6292,5489.6,16.2
6293,5493.4,16.4
6294,5497.2,16.7
6295,5501,17
6296,5504.8,17.4
6297,5508.6,17.8
6298,5512.4,18.3
6299,5516.2,18.7
6300,5520,19
6301,5523.8,19.1
6302,5527.7,19.2
6303,5531.5,19.2
6304,5535.3,19.1
6305,5539,19
6306,5542.5,18.8
6307,5546,18.6
6308,5549.4,18.4
6309,5552.7,18.2
6310,5556,18
6311,5559.3,17.9
6312,5562.7,17.9
6313,5566,17.9
6314,5569.1,17.9
6315,5572,18
6316,5574.6,18.2
6317,5577.1,18.4
6318,5579.3,18.7
6319,5581.3,18.9
6320,5583,19
6321,5584.4,18.9
6322,5585.4,18.7
6323,5586.2,18.4
6324,5586.8,18.2
6325,5587,18
6326,5586.9,17.9
6327,5586.4,17.8
6328,5585.6,17.8
6329,5584.8,17.9
6330,5584,18
6331,5583.2,18.3
6332,5582.4,18.8
6333,5581.5,19.3
6334,5580.7,19.8
6335,5580,20
6336,5579.4,20
6337,5578.8,19.7
6338,5578.3,19.4
6339,5578,19.1
6340,5578,19
6341,5578.2,19.1
6342,5578.7,19.3
6343,5579.4,19.5
6344,5580.2,19.8
6345,5581,20
6346,5581.8,20.2
6347,5582.7,20.5
6348,5583.7,20.8
6349,5584.8,21
6350,5586,21
6351,5587.5,20.7
6352,5589.2,20.3
6353,5590.9,19.7
6354,5592.6,19.3
6355,5594,19
6356,5595.2,19
6357,5596.3,19.2
6358,5597.2,19.5
6359,5597.8,19.8
6360,5598,20
6361,5597.9,20.2
6362,5597.4,20.5
6363,5596.6,20.7
6364,5595.5,20.9
6365,5594,21
6366,5592,20.9
6367,5589.5,20.7
6368,5586.7,20.4
6369,5583.8,20.2
6370,5581,20
6371,5578.2,19.9
6372,5575.3,19.9
6373,5572.4,20
6374,5569.6,20
6375,5567,20
6376,5564.5,20
6377,5562.1,20
6378,5559.9,20.1
6379,5558.1,20.1
6380,5557,20
6381,5556.6,19.9
6382,5556.6,19.7
6383,5557.2,19.4
6384,5558.4,19.2
6385,5560,19
6386,5562.3,18.8
6387,5565.2,18.6
6388,5568.5,18.4
6389,5572.2,18.2
6390,5576,18
6391,5580,17.8
6392,5584.2,17.6
6393,5588.7,17.3
6394,5593.3,17.1
6395,5598,17
6396,5602.9,16.9
6397,5608,16.9
6398,5613.2,17
6399,5618.3,17
6400,5623,17
6401,5627.3,17
6402,5631.4,17
6403,5635.3,17
6404,5639.1,17
6405,5643,17
6406,5647.1,17
6407,5651.2,17
6408,5655.3,17
6409,5659,17
6410,5662,17
6411,5664.4,17
6412,5666.3,17
6413,5667.8,16.9
6414,5668.7,16.9
6415,5669,17
6416,5668.6,17.1
6417,5667.4,17.3
6418,5665.8,17.6
6419,5663.9,17.8
6420,5662,18
6421,5659.9,18.2
6422,5657.4,18.4
6423,5654.8,18.6
6424,5652.2,18.8
6425,5650,19
6426,5648,19.2
6427,5646,19.4
6428,5644.2,19.7
6429,5642.8,19.9
6430,5642,20
6431,5641.7,20.1
6432,5641.9,20.1
6433,5642.6,20
6434,5643.6,20
6435,5645,20
6436,5646.9,20
6437,5649.4,20
6438,5652.2,19.9
6439,5655.1,19.9
6440,5658,20
6441,5660.9,20.2
6442,5664,20.5
6443,5667.2,20.8
6444,5670.2,21
6445,5673,21
6446,5675.5,20.7
6447,5677.9,20.3
6448,5680.1,19.7
6449,5682.1,19.3
6450,5684,19
6451,5685.7,19
6452,5687.3,19.2
6453,5688.8,19.5
6454,5690,19.8
6455,5691,20
6456,5691.8,20.1
6457,5692.4,20.1
6458,5692.7,20.1
6459,5692.9,20.1
6460,5693,20
6461,5692.9,19.8
6462,5692.6,19.5
6463,5692.1,19.2
6464,5691.6,19
6465,5691,19
6466,5690.3,19.3
6467,5689.5,19.7
6468,5688.6,20.3
6469,5687.8,20.7
6470,5687,21
6471,5686.3,21
6472,5685.6,20.8
6473,5684.9,20.5
6474,5684.4,20.2
6475,5684,20
6476,5683.7,19.9
6477,5683.4,19.9
6478,5683.4,19.9
6479,5683.5,19.9
6480,5684,20
6481,5684.8,20.2
6482,5685.9,20.4
6483,5687.3,20.7
6484,5689,20.9
6485,5691,21
6486,5693.4,20.9
6487,5696.2,20.7
6488,5699.3,20.4
6489,5702.6,20.2
6490,5706,20
6491,5709.7,19.9
6492,5713.8,19.9
6493,5718,20
6494,5722.1,20
6495,5726,20
6496,5729.7,20
6497,5733.4,20
6498,5737,20.1
6499,5740.2,20.1
6500,5743,20
6501,5745.3,19.8
6502,5747.2,19.6
6503,5748.7,19.3
6504,5750,19.1
6505,5751,19
6506,5751.7,19.1
6507,5752.1,19.3
6508,5752.3,19.6
6509,5752.2,19.8
6510,5752,20
6511,5751.5,20.1
6512,5750.8,20.2
6513,5749.9,20.2
6514,5748.9,20.1
6515,5748,20
6516,5747,19.7
6517,5746,19.2
6518,5744.9,18.7
6519,5743.9,18.2
6520,5743,18
6521,5742.2,18
6522,5741.4,18.2
6523,5740.7,18.5
6524,5740.2,18.8
6525,5740,19
6526,5740,19.1
6527,5740.3,19.1
6528,5740.8,19
6529,5741.4,19
6530,5742,19
6531,5742.7,19
6532,5743.5,19
6533,5744.4,19
6534,5745.2,19
6535,5746,19
6536,5746.7,19
6537,5747.4,19
6538,5748.1,19
6539,5748.6,19
6540,5749,19
6541,5749.2,19
6542,5749.2,19
6543,5749.1,18.9
6544,5749,18.9
6545,5749,19
6546,5749,19.2
6547,5749,19.4
6548,5749.1,19.6
6549,5749.4,19.8
6550,5750,20
6551,5750.9,20.1
6552,5752.1,20.1
6553,5753.6,20.1
6554,5755.2,20.1
6555,5757,20
6556,5759.1,19.9
6557,5761.4,19.7
6558,5764,19.4
6559,5766.5,19.2
6560,5769,19
6561,5771.4,18.8
6562,5773.9,18.5
6563,5776.4,18.3
6564,5778.8,18.1
6565,5781,18
6566,5783.1,18.1
6567,5785.1,18.3
6568,5786.9,18.6
6569,5788.6,18.8
6570,5790,19
6571,5791.3,19.1
6572,5792.4,19.1
6573,5793.3,19.1
6574,5793.9,19.1
6575,5794,19
6576,5793.6,18.9
6577,5792.8,18.7
6578,5791.7,18.4
6579,5790.4,18.2
6580,5789,18
6581,5787.4,17.8
6582,5785.6,17.5
6583,5783.7,17.3
6584,5781.8,17.1
6585,5780,17
6586,5778.3,17.1
6587,5776.5,17.3
6588,5774.8,17.6
6589,5773.3,17.8
6590,5772,18
6591,5771,18.1
6592,5770.1,18.1
6593,5769.5,18.1
6594,5769.1,18.1
6595,5769,18
6596,5769.3,17.8
6597,5770,17.5
