target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95
2895,16,2841.430895,14.72524874,30.82891866,1,1,61,123,NA,NA
2895,16,2764.191066,31.63475779,-7.269979338,0,1,89,167,14,NA
2898,16,2838.354876,13.26915471,26.85149394,1,1,57,119,NA,NA
2899,16,2862.35696,27.45975003,31.59984634,0,1,99,190,35,NA
2900,16,2755.190192,27.09418401,-44.81492983,0,1,72,151,28,NA
2903,17,2843.050063,15.08821362,25.99470336,0,1,66,125,3,NA
2903,17,2818.362431,9.658717925,11.25792644,1,1,54,88,NA,NA
2908,18,2798.217902,20.33030847,-14.28416099,1,1,68,112,NA,NA
2910,18,2784.488183,17.95296348,-40.03247451,1,1,60,135,NA,NA
2913,17,2756.401209,13.47975433,-41.68015593,0,0,55,97,44,34
2913,17,2816.433859,34.26918383,27.25034098,1,1,88,211,NA,NA
2914,16,2791.309619,10.89074479,-15.76059407,1,1,51,95,NA,NA
2914,16,2819.714902,12.56828171,34.21906137,0,1,56,91,6,NA
2922,17,2771.800519,22.5977249,7.984804851,1,1,79,156,NA,NA
2923,17,2781.723769,22.62207806,-35.91821794,1,1,76,148,NA,NA
2924,17,2812.361272,10.18360319,15.98169727,1,1,56,87,NA,NA
2927,16,2830.175919,17.25337054,25.52188442,1,1,62,119,NA,NA
2927,16,2858.437306,8.877730931,47.10316458,0,1,45,130,26,NA
2928,16,2779.871855,13.30550098,-37.30707674,0,1,49,123,6,NA
2928,16,2777.51026,21.21119619,-31.50663152,1,1,74,150,NA,NA
2929,16,2763.888025,10.78208986,-46.29001343,0,0,46,104,54,9
2929,16,2769.870266,18.42465683,-38.16834225,0,1,71,148,11,NA
2931,16,2837.544723,11.56753336,23.35219074,1,1,54,112,NA,NA
2932,16,2790.440367,14.62864788,-25.4587183,0,1,55,102,5,NA
2932,16,2815.101803,22.75384933,-16.89299054,1,1,67,119,NA,NA
2933,16,2839.583872,8.193110632,15.57351723,1,1,53,110,NA,NA
2935,17,2792.29956,9.739997132,-17.51332567,0,1,49,93,9,NA
2939,18,2821.497334,25.74225137,-29.17875643,1,1,70,142,NA,NA
2942,17,2830.078634,12.48887306,15.46707037,1,1,56,103,NA,NA
2942,17,2829.618085,24.42912771,-25.06061862,1,1,74,144,NA,NA
2946,16,2811.526999,29.13906345,-48.33658063,1,1,75,165,NA,NA
2946,16,2762.664984,22.16845591,-41.53891527,0,0,69,145,69,15
2946,16,2801.160856,9.695632349,-17.95713268,0,1,54,91,15,NA
2946,16,2809.211236,31.96698955,-29.2274269,1,1,83,185,NA,NA
2948,16,2821.773607,33.86227759,-5.447613588,1,1,87,211,NA,NA
2950,17,2874.915059,10.05005507,48.50416854,0,0,53,106,10,6
2951,17,2784.040225,28.72561123,-13.62012583,0,1,86,164,16,NA
2952,17,2898.627635,23.33266125,45.27506151,0,0,85,182,17,4
2952,17,2869.788867,8.993998701,38.86401968,0,1,47,110,5,NA
2952,17,2941.414786,33.79360413,47.27271432,0,0,116,227,56,16
2954,17,2767.688031,9.037451078,-45.92963795,0,0,43,110,76,29
2958,16,2875.425641,25.39613426,20.49234884,1,1,101,191,NA,NA
2960,15,2855.622775,16.33685682,15.70463995,1,1,67,165,NA,NA
2960,15,2877.360627,20.86354747,32.57334596,1,1,79,153,NA,NA
2962,15,2844.592233,28.65396112,28.83317422,1,1,99,190,NA,NA
2962,15,2865.641329,33.6806889,30.84719498,1,1,122,221,NA,NA
2966,16,2904.53917,22.03012394,27.75160319,0,1,89,180,3,NA
2970,18,2906.932282,19.81307873,10.45958963,0,1,77,176,27,NA
2973,18,2852.065428,32.37899448,14.4105295,1,1,109,199,NA,NA
2973,18,2822.956933,32.23084515,-33.13412433,0,1,85,188,12,NA
2973,18,2875.876884,10.80524614,1.86650597,1,1,62,108,NA,NA
2975,17,2886.022724,8.277934358,6.512827869,1,1,73,101,NA,NA
2975,17,2824.903081,24.7288964,-12.99848517,0,1,73,138,17,NA
2976,17,2823.317548,18.02550366,-34.28446229,0,0,59,112,20,6
2977,17,2850.58144,16.85843848,-9.665855672,1,1,68,153,NA,NA
2978,17,2885.332557,15.08026526,-0.843450427,1,1,75,114,NA,NA
2980,16,2890.353069,17.16270035,-6.093195337,0,1,75,132,2,NA
2984,17,2923.422819,30.82630496,34.06498241,0,1,122,200,18,NA
2985,17,2885.706047,18.77066233,19.94078418,1,1,89,142,NA,NA
2985,17,2848.970369,12.29872606,-16.99032064,1,1,62,126,NA,NA
2987,18,2861.976805,19.42829294,9.623512696,1,1,83,162,NA,NA
2987,18,2886.911774,28.71778376,41.72432867,1,1,97,218,NA,NA
2988,18,2846.942171,20.78151256,-16.1490385,1,1,84,159,NA,NA
2991,18,2837.249762,24.56164862,-40.28985053,1,1,76,166,NA,NA
2992,18,2892.666223,21.66914355,7.000777079,0,1,83,164,2,NA
2996,16,2837.823652,17.04628433,-34.15613016,0,1,70,125,5,NA
2998,16,2887.516902,23.89799935,38.72048743,1,1,88,184,NA,NA
2999,16,2869.776171,8.060676528,-13.083684,1,1,44,108,NA,NA
3002,17,2891.672363,8.03855894,10.06151829,1,1,67,102,NA,NA
3003,17,2889.748227,34.48676383,32.68128119,1,1,110,245,NA,NA
3003,17,2901.677133,26.6387686,45.52953835,1,1,99,187,NA,NA
3005,18,2858.048225,27.03935941,-10.84645232,1,1,106,186,NA,NA
3006,18,2917.204197,22.20620862,36.56501987,1,1,99,186,NA,NA
3007,18,2880.062666,16.4785112,-16.35796872,0,1,69,123,2,NA
3013,17,2887.484864,15.87409386,-19.00138245,1,1,83,121,NA,NA
3013,17,2915.327287,28.73809283,43.63272544,1,1,108,193,NA,NA
3015,17,2886.919158,20.09724854,8.6633177709999991,1,1,87,153,NA,NA
3017,17,2899.473463,13.41267736,11.82583435,1,1,65,131,NA,NA
3018,17,2916.220284,15.12318786,22.57337922,1,1,79,163,NA,NA
3019,17,2907.977356,24.35183619,-8.357541496,1,1,92,181,NA,NA
3020,18,2883.516682,28.85801213,-13.15955669,1,1,97,216,NA,NA
3023,18,2971.303933,33.32993427,27.13202671,0,1,111,239,52,NA
3024,18,2865.159806,10.39295717,-30.7988714,0,1,47,126,22,NA
3025,18,2875.562396,9.995827223,-32.2324042,1,1,62,106,NA,NA
3026,18,2879.11669,19.70600502,-25.79525672,1,1,78,144,NA,NA
3027,17,2907.595854,13.03724838,8.50136769,1,1,68,148,NA,NA
3027,17,2880.790627,11.205497190000001,-6.03906638,1,1,65,105,NA,NA
3027,17,2915.212821,12.55078508,10.33567206,1,1,78,155,NA,NA
3028,17,2930.992098,15.01971017,21.53512808,0,1,93,156,6,NA
3029,17,2938.287332,24.74619643,49.03117369,0,1,99,176,33,NA
3030,17,2922.508538,10.74448841,18.6720704,1,1,76,147,NA,NA
3030,17,2887.598477,14.72549742,-32.01822753,1,1,82,112,NA,NA
3030,17,2905.488527,27.86959783,13.62782477,1,1,100,195,NA,NA
3032,17,2857.898554,21.80640683,-43.2557265,0,1,83,175,28,NA
3034,18,2905.972847,21.50842707,-3.672988783,1,1,85,179,NA,NA
3034,18,2853.866697,31.6102884,-32.65189317,0,1,110,199,8,NA
3035,18,2986.335176,30.56619334,17.42154779,0,0,108,216,43,30
3037,18,2935.486145,29.24328917,44.55476853,1,1,111,202,NA,NA
3039,18,2891.165993,20.41085084,-28.92112259,1,1,77,150,NA,NA
3040,17,2960.889604,33.33077317,30.64972281,0,1,111,227,30,NA
3042,17,2889.564537,21.59375245,-9.843211621,1,1,79,160,NA,NA
3049,18,2876.489002,23.21321426,-23.59891888,1,1,83,173,NA,NA
3049,18,2926.031028,9.132066405,20.44750433,0,1,87,146,5,NA
3055,16,2857.992783,17.16112341,-19.05469077,0,1,69,161,53,NA
3057,16,2947.125488,17.69682838,5.527701881,0,1,77,155,16,NA
3058,15,2941.575107,27.88312502,-9.851548309,0,1,105,192,2,NA
3059,15,2868.807533,19.39874505,-24.90791432,0,1,74,157,3,NA
3062,15,2855.280662,24.33118498,-39.25575295,0,0,92,180,59,2
3062,15,2845.430792,30.22553971,-35.73758216,0,0,103,190,64,1
3063,15,2868.984519,31.65401804,-17.17023212,0,1,109,217,2,NA
3065,15,2922.107915,15.2799083,13.34343229,1,1,90,163,NA,NA
3066,15,2887.393144,17.02026752,-41.73964935,0,1,85,126,6,NA
3069,15,2892.795888,27.02001242,-43.8301143,0,1,94,197,2,NA
3070,15,2961.857659,8.745812949,30.58266789,0,0,63,100,7,2
3070,15,2864.113517,22.11546298,-49.05249472,0,0,85,172,14,1
3071,16,2917.7663,22.51182929,-16.32000802,1,1,99,184,NA,NA
3073,15,2981.775259,21.18322207,32.75305147,0,1,85,157,7,NA
3074,15,2956.779555,11.65912927,41.0193068,0,1,59,106,3,NA
3081,15,2906.968737,27.27763185,-40.54732015,0,1,97,195,6,NA
3082,15,3032.073968,30.68344557,47.00782155,0,0,103,201,93,68
3082,15,2994.776305,20.05731839,35.29045186,0,1,69,173,2,NA
3082,15,2952.318031,29.53621821,12.08783281,1,1,100,209,NA,NA
3083,15,2937.447292,14.94701265,-22.87924483,1,1,79,160,NA,NA
3088,15,3001.132006,25.84088109,21.46524203,1,1,93,200,NA,NA
3089,15,3005.709022,29.48894331,42.273827850000004,0,1,102,219,65,NA
3090,15,2941.377634,10.77556723,-13.72492788,1,1,71,132,NA,NA
3091,15,2955.639143,30.23632231,-8.950102935,1,1,101,209,NA,NA
3091,15,2907.93867,15.6486193,-18.14772435,0,0,72,155,19,2
3092,15,2986.496684,10.91255457,43.13164752,0,1,56,118,61,NA
3092,15,2919.816189,32.14190247,-14.65034422,1,1,120,202,NA,NA
3092,15,2972.244021,26.37857789,46.22630468,1,1,97,196,NA,NA
3094,14,2998.538024,32.59055808,29.72963871,0,1,113,232,2,NA
3097,15,2919.210586,9.139096561,-14.64218148,1,1,81,145,NA,NA
3097,15,2886.289266,23.09957846,-42.40961371,0,1,89,172,37,NA
3099,15,2913.436765,19.64006309,-20.18214911,1,1,87,179,NA,NA
3100,15,2923.884322,21.73825584,-30.69687083,1,1,112,173,NA,NA
3100,15,2870.3046,11.63176701,-47.94908741,0,0,50,117,74,36
3100,15,2916.385519,18.98982816,13.49809959,1,1,88,172,NA,NA
3101,14,2942.340625,8.627758093,20.04177596,1,1,70,123,NA,NA
3102,14,2996.275208,28.18294082,12.6773997,0,1,100,204,11,NA
3105,15,2963.012133,31.81120793,29.44887744,1,1,109,224,NA,NA
3105,15,2915.16717,30.89834704,-33.63199055,1,1,119,198,NA,NA
3107,16,2904.321051,17.66914442,-25.06281433,0,1,75,157,35,NA
3107,16,2898.727973,21.15020098,-39.48156792,0,1,84,161,37,NA
3108,16,2971.964991,22.6545156,37.88336199,1,1,86,161,NA,NA
3110,16,2924.538712,34.30877016,-5.789984786,1,1,127,213,NA,NA
3110,16,2985.357081,15.97986812,2.214829065,0,1,68,138,20,NA
3111,16,2949.455542,31.75666383,48.18622216,1,1,109,213,NA,NA
3112,17,2947.539861,11.40481639,-13.17058937,1,1,74,122,NA,NA
3114,18,2950.528081,29.05349326,17.2837771,1,1,97,208,NA,NA
3114,18,3015.671585,19.86852003,30.5345057,0,0,68,155,54,26
3114,18,2999.576827,8.186203753,34.45534224,0,1,40,97,55,NA
3115,18,3012.127598,13.5864752,44.16798332,0,0,52,123,55,40
3116,19,2973.752176,27.08772431,-14.5665891,1,1,100,200,NA,NA
3118,19,2932.619919,31.89736012,1.524052816,1,1,123,212,NA,NA
3119,19,3013.058985,11.93811714,45.7047065,0,0,53,115,52,41
3120,18,2979.597932,10.04807856,34.05505447,1,1,57,124,NA,NA
3122,18,2924.137142,21.41925331,-21.67170721,0,1,113,172,1,NA
3122,18,2934.60115,13.67364735,-35.69360632,1,1,79,158,NA,NA
3122,18,2945.865126,10.11568419,-4.204163398,1,1,68,118,NA,NA
3122,18,2894.737913,33.43244165,-39.62090742,0,1,107,227,51,NA
3125,19,2917.706216,27.67311598,6.773365033,0,1,108,196,1,NA
3125,19,2914.35754,20.04194172,-35.03316303,0,1,90,183,5,NA
3126,19,2919.09206,9.661848265,-11.24607623,0,1,86,145,4,NA
3128,20,2916.992271,17.56112698,-12.50698743,0,1,88,167,2,NA
3129,20,2953.950177,15.32983375,7.678995491,0,1,70,140,1,NA
3129,20,2925.946831,16.00062914,-26.3221744,1,1,95,160,NA,NA
3129,20,2922.987328,25.57143123,-42.28362343,1,1,111,187,NA,NA
3132,20,2876.93312,31.21992946,-47.27205371,0,1,101,232,72,NA
3133,20,2920.104215,10.43765544,-24.70125989,1,1,78,149,NA,NA
3134,20,2947.384998,31.3601118,35.67084125,1,1,109,213,NA,NA
3135,19,2867.786203,18.61194948,-46.05925137,0,0,75,152,79,67
3135,19,2996.878945,20.14302977,34.1672451,0,1,69,177,16,NA
3136,19,2948.880481,8.021546334,9.166349005,1,1,76,99,NA,NA
3138,18,2966.848123,9.459154018,16.58687261,0,1,59,113,4,NA
3138,18,2910.088719,21.6961853,-45.41409859,0,1,91,178,2,NA
3140,17,2919.522893,17.48629973,-46.77192394,0,1,90,172,3,NA
3141,17,2887.379429,24.11646842,-40.01830358,0,1,88,184,80,NA
3142,18,2970.58404,33.06224086,39.18205602,1,1,107,239,NA,NA
3144,18,2953.268603,29.02764505,21.16649393,1,1,97,207,NA,NA
3146,19,3000.551474,24.95393652,16.25570573,0,1,88,195,4,NA
3146,19,2943.82059,22.82746466,-13.20494125,1,1,86,173,NA,NA
3148,20,2968.946894,15.05496791,33.94601441,1,1,71,129,NA,NA
3148,20,2992.14636,28.02009285,40.15234783,1,1,98,204,NA,NA
3149,20,2966.392943,32.28685825,-2.236492629,1,1,110,229,NA,NA
3150,20,2960.513332,9.343170647,-8.774621901,1,1,62,101,NA,NA
3152,19,2937.743833,32.7204442,34.76026254,1,1,117,219,NA,NA
3154,19,2893.508063,29.99363989,-39.32083833,0,1,104,218,85,NA
3154,19,2968.918893,29.62901802,20.59338323,1,1,108,226,NA,NA
3155,18,2924.767792,21.90491684,-3.889022651,0,1,116,173,10,NA
3156,18,2912.381363,21.55435625,-45.25450387,0,0,91,177,20,5
3158,18,2992.708543,22.67016845,3.719190345,1,1,75,184,NA,NA
3159,18,2971.488857,22.9240175,-12.23822345,1,1,90,164,NA,NA
3159,18,3009.488541,26.17799276,11.49519864,0,1,93,203,2,NA
3159,18,3039.101013,30.39856046,48.37496981,0,0,105,187,21,5
3160,18,2975.154511,29.47380633,-13.34270102,1,1,112,224,NA,NA
3164,16,2896.488769,25.338447,-34.99209045,0,0,91,186,95,14
3171,15,2958.940034,33.32163602,-14.13973758,1,1,111,226,NA,NA
3171,15,2997.431456,10.61236405,-1.868386776,1,1,44,112,NA,NA
3173,15,2965.645745,24.81820986,-40.49187135,0,1,90,185,2,NA
3175,15,3048.592997,17.8012954,36.80647507,0,0,75,152,42,1
3175,15,3033.200603,29.0507249,19.15689164,0,1,102,195,1,NA
3175,15,2965.662325,25.28531104,-9.119992191,0,1,90,186,4,NA
3175,15,3070.808337,32.9799173,31.86530666,0,0,111,177,60,4
3176,15,2977.677274,9.680904488,5.407134094,1,1,61,123,NA,NA
3177,15,3019.513335,10.92829012,12.72147419,1,1,61,110,NA,NA
3181,15,3000.782386,13.64086735,-1.013313141,1,1,49,136,NA,NA
3182,15,3033.973526,10.19575741,17.64327609,0,1,60,113,28,NA
3183,15,3028.475025,14.94441478,14.28514663,1,1,68,125,NA,NA
3188,15,2993.375763,24.45604329,-24.82663391,1,1,88,188,NA,NA
3190,15,3010.892182,13.78724548,-7.399457297,1,1,51,125,NA,NA
3191,15,3037.00729,29.78733754,29.07222405,1,1,105,190,NA,NA
3193,15,2969.264932,15.74711916,-37.32734029,0,1,72,138,21,NA
3196,15,3028.509206,16.80649237,9.026504541,0,1,69,136,3,NA
3201,15,3042.492018,12.4587582,36.3962274,0,0,61,125,14,6
3202,15,2967.307501,10.78614791,-43.0124423,0,1,62,113,33,NA
3205,14,2964.23594,10.68057443,-16.87375389,0,1,60,114,38,NA
3206,14,3030.520631,34.67431967,26.28025105,1,1,113,225,NA,NA
3207,14,3017.249143,27.31670253,13.0958745,1,1,93,201,NA,NA
3207,14,3009.839809,13.44336476,17.68310699,1,1,50,124,NA,NA
3211,15,3045.714916,25.66175036,21.25018965,0,1,90,176,1,NA
3212,15,2995.669278,20.65792631,9.190501203,1,1,73,173,NA,NA
3214,14,3065.862398,20.59676482,35.90122606,0,0,89,140,21,1
3215,15,3017.195154,8.471229138,-11.48641624,1,1,55,105,NA,NA
3218,15,2990.763185,10.81095651,-48.4011946,0,1,51,119,8,NA
3218,15,3070.977103,18.49159281,19.96630395,0,0,81,134,24,5
3220,15,3016.186759,20.58337856,-31.84097074,1,1,68,164,NA,NA
3222,15,3050.710835,22.97551489,7.530466211,1,1,86,167,NA,NA
3224,15,3066.802426,32.65229788,45.16584226,0,1,107,178,6,NA
3225,15,3010.775975,32.35073557,-16.81414896,1,1,113,231,NA,NA
3226,15,3090.59207,31.20862076,37.70165856,0,1,88,159,24,NA
3226,15,3050.688559,11.63510027,18.22686463,1,1,64,118,NA,NA
3227,15,3013.062541,9.352704881,-24.34090253,0,1,48,100,7,NA
3232,14,3100.009813,12.47986177,34.68752152,0,0,48,98,34,19
3234,14,3037.877896,22.42732056,-19.64493571,1,1,81,159,NA,NA
3234,14,3072.126362,17.10421422,15.38154609,0,1,79,131,10,NA
3234,14,3007.51636,21.96684369,34.16849396,1,1,74,177,NA,NA
3236,14,3076.98888,22.9328755,-12.98805091,0,1,88,140,10,NA
3241,15,3007.391815,11.29651492,-42.86981346,0,1,45,113,26,NA
3241,15,3006.423349,31.52815335,17.05082229,1,1,106,222,NA,NA
3242,15,3059.860253,26.49217621,0.046489039,1,1,97,167,NA,NA
3242,15,3000.236245,11.14809389,-32.23297079,0,0,43,120,31,8
3243,15,3001.002332,26.50127127,-44.2097934,0,1,93,203,8,NA
3251,15,3087.787466,16.78462693,22.06223758,0,1,65,125,4,NA
3253,15,3075.288976,32.49660823,2.833901159,1,1,98,168,NA,NA
3253,15,3085.764233,23.11126173,25.82669633,1,1,77,138,NA,NA
3253,15,3102.127669,33.84430811,-17.06209483,1,1,89,170,NA,NA
3254,15,3127.735022,20.41881497,47.50043442,0,0,47,109,20,1
3254,15,3010.515687,21.54337524,-45.59608006,0,1,71,173,19,NA
3256,15,3031.926535,11.35501455,-48.81129828,0,0,59,121,8,1
3257,15,3045.351611,32.35212212,-2.913012356,1,1,104,189,NA,NA
3258,15,3090.248387,30.33406647,-22.45249334,1,1,87,156,NA,NA
3259,15,2988.066239,26.25373666,-48.94074558,0,0,93,191,45,14
3259,15,3083.491021,17.9511746,3.432816314,1,1,69,127,NA,NA
3260,15,3053.154688,16.25448081,-45.03052821,0,1,75,135,1,NA
3261,15,3120.143903,23.47661321,44.16969852,0,1,54,129,9,NA
3263,15,3056.588753,14.57285641,-29.32965355,0,1,71,136,3,NA
3263,15,3091.350246,23.67354702,19.7730582,1,1,73,136,NA,NA
3264,15,3037.117517,18.95134327,-37.71965567,0,1,75,146,11,NA
3265,15,3005.394454,30.51051475,-23.82385989,0,0,109,221,21,6
3265,15,3037.546914,32.18311497,-28.92255175,0,1,111,197,6,NA
3266,15,3077.874659,30.51928353,25.35375454,1,1,93,161,NA,NA
3267,15,3086.790164,15.06502718,-3.252433636,1,1,62,123,NA,NA
3268,15,3120.869383,24.52499813,44.1416604,0,1,59,131,1,NA
3269,15,3129.596606,23.14365512,46.14136298,0,1,57,127,3,NA
3269,15,3079.964366,25.38997116,3.795236116,1,1,84,146,NA,NA
3272,15,3102.267133,14.76088157,-4.602526384,1,1,50,103,NA,NA
3272,15,3118.605231,9.490916759,37.14104681,0,1,33,76,3,NA
3273,16,3031.013487,29.16219208,-46.96651141,0,1,98,199,21,NA
3274,16,3063.237183,34.34579121,-40.44063105,0,1,104,183,1,NA
3274,16,3007.983115,20.77982773,-34.71261954,0,0,70,173,41,20
3278,15,3116.929517,17.65019775,-5.025629187,1,1,45,100,NA,NA
3278,15,3133.038514,10.23855328,32.22593148,0,1,28,66,74,NA
3278,15,3134.968505,32.29783917,5.024899426,1,1,76,176,NA,NA
3278,15,3103.528607,11.09472643,-7.931002905,1,1,41,86,NA,NA
3280,15,3103.939562,21.49084827,45.1580659,1,1,62,129,NA,NA
3280,15,3134.566186,14.40892389,43.60013423,0,1,34,80,70,NA
3280,15,3077.678287,14.10524717,-19.09958825,1,1,73,124,NA,NA
3281,15,3139.48471,31.7652751,33.73906303,1,1,73,162,NA,NA
3282,16,3048.407526,13.41911892,-35.28361402,0,0,66,127,13,3
3285,15,3077.43843,9.846344152,-30.35948377,1,1,65,117,NA,NA
3285,15,3086.730876,9.710510927,-2.254906157,1,1,55,108,NA,NA
3285,15,3052.013759,31.58757121,21.55294684,0,1,100,183,3,NA
3286,15,3046.844238,21.07515033,-27.66712802,0,1,80,165,7,NA
3287,15,3030.089142,17.72645064,-45.54446617,0,0,79,135,14,3
3289,16,3019.209151,14.66028828,-47.78395016,0,0,63,124,54,7
3289,16,3034.405183,29.15152454,-10.45143716,0,1,103,191,5,NA
3291,16,3012.785381,29.39612144,-9.63223998,0,1,96,217,14,NA
3292,16,3079.396385,20.87210532,15.39956718,1,1,76,136,NA,NA
3295,16,3059.52785,9.901688224,-7.841800503,1,1,68,119,NA,NA
3295,16,3045.006148,25.98320976,8.718370739,1,1,91,177,NA,NA
3295,16,3108.250847,16.48794516,46.51146473,0,1,47,102,8,NA
3295,16,3011.459696,8.166649185,-31.01585761,0,0,45,97,78,10
3295,16,3115.902724,31.80330037,35.85300953,0,1,76,172,5,NA
3296,16,3051.145616,24.56750904,-20.71220437,1,1,87,168,NA,NA
3297,16,3085.070668,12.4787597,20.34313902,0,1,59,121,4,NA
3298,16,3063.838321,28.44102755,2.188399551,1,1,97,165,NA,NA
3298,16,3077.768063,32.1559446,20.7235696,1,1,95,163,NA,NA
3299,16,2996.623384,15.18178467,-43.67049225,0,0,55,147,84,8
3300,16,3050.446744,25.63735914,-10.82885698,1,1,88,167,NA,NA
3301,16,3029.953471,13.91444342,-40.67145949,0,1,61,124,3,NA
3302,16,3070.100107,23.02595194,34.77288189,1,1,95,145,NA,NA
3303,16,3061.440858,11.87271368,-2.557170903,1,1,74,125,NA,NA
3306,17,3002.199259,12.74606635,-43.51894481,0,1,46,133,93,NA
3306,17,3020.805604,26.69137387,-11.86502527,1,1,89,199,NA,NA
3307,18,3005.351656,15.41942682,-31.3860134,0,1,55,145,87,NA
3308,18,2977.126546,32.19442174,-25.55677618,0,1,116,237,98,NA
3308,18,3023.124619,11.63424417,-24.59291508,1,1,64,109,NA,NA
3309,19,3063.042244,9.120634097,12.72776953,1,1,68,120,NA,NA
3310,19,3055.080199,12.873249210000001,22.1973442,1,1,69,128,NA,NA
3311,19,3031.980353,18.80916043,4.106770479,1,1,77,145,NA,NA
3311,19,3022.819344,9.825427479,-11.1841673,1,1,60,107,NA,NA
3314,19,3040.940208,17.24499929,-4.938453296,1,1,73,150,NA,NA
3316,18,3043.990189,28.13258608,-16.71213731,1,1,92,179,NA,NA
3316,18,2993.268955,24.20747534,-42.35634941,0,1,86,188,98,NA
3317,18,3060.175571,18.04208661,31.23862967,1,1,78,139,NA,NA
3318,17,3011.374251,33.47806734,-42.55777118,1,1,116,237,NA,NA
3318,17,3109.523785,12.06159665,45.98282147,0,0,40,87,21,9
3318,17,2953.052459,24.44714292,-37.79119151,0,0,87,194,157,110
3319,17,3058.823006,20.03923332,-10.44467734,1,1,81,145,NA,NA
3320,18,3048.727645,8.190433996,-3.204628942,1,1,59,110,NA,NA
3320,18,3027.308759,31.92748682,-43.55316358,1,1,105,220,NA,NA
3320,18,3046.428321,16.95220918,2.130911127,1,1,74,143,NA,NA
3321,18,3071.334074,26.03508361,48.27843474,1,1,94,152,NA,NA
3321,18,3017.852943,18.20998931,-46.76958506,0,1,66,142,85,NA
3321,18,3108.370055,15.00623453,38.19282798,0,0,43,93,17,4
3321,18,2962.998709,33.87792834,-38.29457702,0,0,113,232,116,90
3323,19,3060.254895,32.86515545,-45.84677243,1,1,105,179,NA,NA
3324,19,3055.204155,8.815322983,-2.837337949,1,1,65,111,NA,NA
3325,19,3055.326469,27.51267653,-46.73295473,1,1,94,173,NA,NA
3325,19,3015.278406,9.946890328,-49.07454874,0,0,52,106,100,1
3327,19,3064.384544,22.158873410000002,-12.71492557,1,1,88,147,NA,NA
3328,19,3079.901209,12.55715619,3.016781597,1,1,68,120,NA,NA
3329,19,3107.621729,9.669901272,45.59453651,0,1,40,85,10,NA
3329,19,3078.435728,18.09265448,31.57888146,1,1,74,130,NA,NA
3332,17,3088.250727,24.78701785,48.29445961,1,1,82,142,NA,NA
3334,17,3096.124707,11.73840085,1.313695125,1,1,52,98,NA,NA
3335,17,3126.920459,21.82918479,35.60127399,0,1,52,113,5,NA
3336,17,3049.165957,19.81034939,-28.02961362,0,1,80,155,6,NA
3337,17,3123.15397,12.7097652,45.23956745,0,1,37,81,7,NA
3338,17,3077.805461,29.2899873,30.18007067,1,1,93,157,NA,NA
3340,18,3071.685829,17.55457117,-2.510468941,1,1,81,132,NA,NA
3341,18,3144.668017,10.23742926,46.69508233,0,0,24,59,20,4
3341,18,3099.943762,18.62700869,-23.8938991,1,1,61,119,NA,NA
3342,18,3085.63154,15.0351039,-5.498061981,1,1,62,123,NA,NA
3343,17,3036.779165,9.08875211,-34.83749512,0,0,59,119,20,10
3346,16,3127.5588080000002,26.16716011,23.77540579,1,1,62,144,NA,NA
3347,16,3100.528623,24.53646697,14.45506674,1,1,70,137,NA,NA
3347,16,3128.610036,31.48283647,45.64195799,1,1,76,175,NA,NA
3350,17,3088.274765,16.85953435,3.50163253,1,1,64,124,NA,NA
3350,17,3083.607221,24.95338868,-11.21063977,1,1,82,143,NA,NA
3351,17,3136.463481,13.3694647,35.10056494,0,1,29,77,3,NA
3352,17,3124.294925,20.28538765,14.99834487,1,1,51,110,NA,NA
3355,18,3106.080245,21.77841241,-41.23404857,1,1,60,125,NA,NA
3356,18,3090.06504,32.37443277,17.06029202,1,1,88,162,NA,NA
3357,18,3129.162103,19.03781274,16.70830995,1,1,41,101,NA,NA
3358,18,3117.217977,14.31133978,5.114158685,1,1,43,84,NA,NA
3359,18,3099.177422,15.41337,-8.781656763,1,1,51,107,NA,NA
3359,18,3134.504506,33.39249794,-10.51676827,1,1,80,176,NA,NA
3359,18,3072.104282,27.30285488,-27.88146811,0,1,97,155,13,NA
3360,17,3044.805008,34.84124663,-13.80272859,0,1,108,199,25,NA
3361,17,3131.547091,33.8372061,44.77530967,1,1,83,188,NA,NA
3362,17,3104.411645,28.25106117,-1.140114805,1,1,74,150,NA,NA
3363,17,3137.62449,16.39321566,31.8020578,1,1,35,95,NA,NA
3365,17,3160.170147,17.72152676,39.4164711,1,1,36,83,NA,NA
3365,17,3117.361546,30.40723061,-18.26954095,1,1,78,166,NA,NA
3366,17,3119.699743,11.92760265,-16.44619796,1,1,32,82,NA,NA
3366,17,3194.529996,28.57663001,46.90136113,0,0,58,89,23,1
3367,18,3203.648988,27.70352475,8.656717418,0,0,54,91,28,2
3369,19,3164.164935,22.71035765,31.19711182,1,1,45,94,NA,NA
3371,19,3144.596,11.19583161,0.81272833,1,1,26,69,NA,NA
3373,19,3162.616682,16.4755371,26.3857425,1,1,41,80,NA,NA
3374,19,3196.00125,32.50718975,22.52415421,0,1,57,103,16,NA
3374,19,3157.736375,22.59677718,4.219321278,1,1,49,102,NA,NA
3374,19,3184.548958,24.66386712,23.26267057,0,1,48,83,6,NA
3376,18,3112.285888,9.119832496,-40.81057434,0,1,37,76,9,NA
3377,18,3125.488282,14.60810805,-26.36561163,0,1,35,87,1,NA
