"","sim_number","oxcal_target","agreement_model","SimNumber","Targets","Span","Samples","Phases","Errors","OffsetVaria","model_run","accuracy_68","accuracy_95","precision_68","precision_95","off_target_68","off_target_95","Offset"
"10765",5383,"TEB5082",96.6,5383,1671,111,23,1,11,17.3358753670619,1,1,1,81,189,0,0,0
"10766",5383,"TSB5152",96.6,5383,1671,111,23,1,11,17.3358753670619,1,0,1,121.5,230,3.5,0,0
"10767",5384,"TEB6342",90.9,5384,895,106,13,1,8,3.22490425285744,1,1,1,56,90,0,0,0
"10768",5384,"TSB6437",90.9,5384,895,106,13,1,8,3.22490425285744,1,1,1,33.5,66,0,0,0
"10769",5385,"TEB2973",98.7,5385,10351,70,26,1,15,10.8010645154906,1,1,1,59.5,110,0,0,0
"10770",5385,"TSB3106",98.7,5385,10351,70,26,1,15,10.8010645154906,1,1,1,55.5,124.5,0,0,0
"10771",5386,"TEB5217",74.9,5386,807,43,28,1,30,21.2170508282192,1,0,1,98.5,232.5,8.5,0,0
"10772",5386,"TSB5275",74.9,5386,807,43,28,1,30,21.2170508282192,1,1,1,68.5,133.5,0,0,0
"10773",5387,"TEB4444",81.9,5387,8232,101,9,1,24,3.8866108352358,1,1,1,30,63,0,0,0
"10774",5387,"TSB4538",81.9,5387,8232,101,9,1,24,3.8866108352358,1,1,1,46,101.5,0,0,0
"10775",5388,"TEB4542",106.45,5388,4645,153,18,1,26,7.53261293885438,1,0,1,72,152.5,19,0,0
"10776",5388,"TSB4624",106.45,5388,4645,153,18,1,26,7.53261293885438,1,1,1,78.5,169.5,0,0,0
"10777",5389,"TEB2532",74.1,5389,2633,185,37,1,22,16.0588720158483,1,0,1,150,315,17.5,0,0
"10778",5389,"TSB2672",74.1,5389,2633,185,37,1,22,16.0588720158483,1,1,1,117,253.5,0,0,0
"10779",5390,"TEB10174",100.25,5390,571,72,12,1,22,8.36801118302694,1,1,1,40,92,0,0,0
"10780",5390,"TSB10339",100.25,5390,571,72,12,1,22,8.36801118302694,1,1,1,81,162.5,0,0,0
"10781",5391,"TEB4321",87.45,5391,7535,128,16,1,21,8.69511333173863,1,1,1,102.5,188.5,0,0,0
"10782",5391,"TSB4358",87.45,5391,7535,128,16,1,21,8.69511333173863,1,1,1,72.5,147.5,0,0,0
"10783",5392,"TEB5932",0,5392,9268,64,6,1,9,6.11973062094115,0,0,0,0,0,0,0,0
"10784",5392,"TSB6115",0,5392,9268,64,6,1,9,6.11973062094115,0,0,0,0,0,0,0,0
"10785",5393,"TEB1262",81.2,5393,5719,94,27,1,21,17.9534795592905,1,0,0,44,100,17.5,2.5,0
"10786",5393,"TSB1341",81.2,5393,5719,94,27,1,21,17.9534795592905,1,0,1,33,74,11.5,0,0
"10787",5394,"TEB10111",119.9,5394,10502,95,37,1,21,11.0415169644169,1,0,1,127,252.5,81.5,0,0
"10788",5394,"TSB10161",119.9,5394,10502,95,37,1,21,11.0415169644169,1,1,1,136.5,268.5,0,0,0
"10789",5395,"TEB5059",94.9,5395,7759,143,35,1,10,23.6126223014898,1,1,1,195,382.5,0,0,0
"10790",5395,"TSB5152",94.9,5395,7759,143,35,1,10,23.6126223014898,1,0,1,156,345.5,13,0,0
"10791",5396,"TEB8953",119.2,5396,674,104,34,1,19,20.2985848853262,1,1,1,31.5,119,0,0,0
"10792",5396,"TSB9020",119.2,5396,674,104,34,1,19,20.2985848853262,1,1,1,15,34.5,0,0,0
"10793",5397,"TEB10127",100.8,5397,5827,82,5,1,11,0.215770570143592,1,1,1,44,84,0,0,0
"10794",5397,"TSB10181",100.8,5397,5827,82,5,1,11,0.215770570143592,1,1,1,29.5,72.5,0,0,0
"10795",5398,"TEB1178",64.35,5398,6378,31,29,1,28,2.26187559875636,1,1,1,50,106,0,0,0
"10796",5398,"TSB1251",64.35,5398,6378,31,29,1,28,2.26187559875636,1,1,1,46,92.5,0,0,0
"10797",5399,"TEB8937",159.1,5399,8384,151,21,1,15,20.2074303459181,1,1,1,58.5,120.5,0,0,0
"10798",5399,"TSB9100",159.1,5399,8384,151,21,1,15,20.2074303459181,1,1,1,38.5,80.5,0,0,0
"10799",5400,"TEB8754",80.15,5400,5417,135,15,1,22,25.1044133439844,1,1,1,166.5,329.5,0,0,0
"10800",5400,"TSB8944",80.15,5400,5417,135,15,1,22,25.1044133439844,1,1,1,127.5,221,0,0,0
"10801",5401,"TEB8389",125.7,5401,8695,186,18,1,16,7.26200607648632,1,0,1,20,44.5,4.5,0,0
"10802",5401,"TSB8453",125.7,5401,8695,186,18,1,16,7.26200607648632,1,1,1,25,55.5,0,0,0
"10803",5402,"TEB3449",116.25,5402,887,88,6,1,13,10.2491079403169,1,1,1,10.5,24,0,0,0
"10804",5402,"TSB3486",116.25,5402,887,88,6,1,13,10.2491079403169,1,1,1,23,38,0,0,0
"10805",5403,"TEB4093",88.05,5403,1176,39,16,1,24,10.7508220844504,1,0,0,75,143,58.5,2.5,0
"10806",5403,"TSB4291",88.05,5403,1176,39,16,1,24,10.7508220844504,1,1,1,105,169.5,0,0,0
"10807",5404,"TEB7550",81.1,5404,10709,26,20,1,10,19.0249134678557,1,1,1,16,38,0,0,0
"10808",5404,"TSB7666",81.1,5404,10709,26,20,1,10,19.0249134678557,1,1,1,27.5,49.5,0,0,0
"10809",5405,"TEB4110",129.8,5405,2835,110,23,1,19,24.0372913583852,1,1,1,30,58.5,0,0,0
"10810",5405,"TSB4282",129.8,5405,2835,110,23,1,19,24.0372913583852,1,1,1,34.5,66,0,0,0
"10811",5406,"TEB7611",101.45,5406,4573,164,25,1,23,15.5460996159934,1,1,1,47,93,0,0,0
"10812",5406,"TSB7777",101.45,5406,4573,164,25,1,23,15.5460996159934,1,1,1,60.5,115.5,0,0,0
"10813",5407,"TEB8133",76.9,5407,2045,113,34,1,9,0.532846210634802,1,0,1,71.5,139.5,27.5,0,0
"10814",5407,"TSB8168",76.9,5407,2045,113,34,1,9,0.532846210634802,1,1,1,57.5,125.5,0,0,0
"10815",5408,"TEB894",94.35,5408,9718,140,9,1,22,13.3590486401333,1,1,1,83,227,0,0,0
"10816",5408,"TSB1051",94.35,5408,9718,140,9,1,22,13.3590486401333,1,1,1,87,213.5,0,0,0
"10817",5409,"TEB11327",98.1,5409,2520,181,26,1,19,10.5778586046796,1,1,1,125.5,348.5,0,0,0
"10818",5409,"TSB11426",98.1,5409,2520,181,26,1,19,10.5778586046796,1,1,1,203.5,400.5,0,0,0
"10819",5410,"TEB3742",76.45,5410,2246,192,8,1,17,8.62289854614739,1,1,1,85,143,0,0,0
"10820",5410,"TSB3843",76.45,5410,2246,192,8,1,17,8.62289854614739,1,1,1,42,115.5,0,0,0
"10821",5411,"TEB6531",76.8,5411,12218,116,16,1,30,0.880003010778921,1,1,1,54,99.5,0,0,0
"10822",5411,"TSB6611",76.8,5411,12218,116,16,1,30,0.880003010778921,1,1,1,60,99,0,0,0
"10823",5412,"TEB5107",102.25,5412,5986,138,35,1,29,10.0599877954216,1,0,1,157.5,308,3,0,0
"10824",5412,"TSB5174",102.25,5412,5986,138,35,1,29,10.0599877954216,1,0,1,90.5,320,5,0,0
"10825",5413,"TEB174",0,5413,1096,25,31,1,28,0.254626291095512,0,0,0,0,0,0,0,0
"10826",5413,"TSB319",0,5413,1096,25,31,1,28,0.254626291095512,0,0,0,0,0,0,0,0
"10827",5414,"TEB1689",107.05,5414,1113,40,6,1,22,6.51579594585672,1,1,1,37,91,0,0,0
"10828",5414,"TSB1761",107.05,5414,1113,40,6,1,22,6.51579594585672,1,1,1,51.5,89,0,0,0
"10829",5415,"TEB10853",82.5,5415,2310,187,18,1,17,22.2296856240288,1,0,1,75.5,199.5,1.5,0,0
"10830",5415,"TSB10976",82.5,5415,2310,187,18,1,17,22.2296856240288,1,0,1,74.5,203,11,0,0
"10831",5416,"TEB4421",68.45,5416,9491,96,32,1,26,19.2287278057472,1,1,1,80,154,0,0,0
"10832",5416,"TSB4602",68.45,5416,9491,96,32,1,26,19.2287278057472,1,1,1,78.5,147,0,0,0
"10833",5417,"TEB9326",98.05,5417,449,132,29,1,21,16.4028344806656,1,0,1,80,141.5,7,0,0
"10834",5417,"TSB9394",98.05,5417,449,132,29,1,21,16.4028344806656,1,1,1,66.5,141,0,0,0
"10835",5418,"TEB3114",100.15,5418,5359,41,22,1,27,25.1951245230574,1,1,1,50.5,89.5,0,0,0
"10836",5418,"TSB3227",100.15,5418,5359,41,22,1,27,25.1951245230574,1,1,1,37.5,65,0,0,0
"10837",5419,"TEB10930",112.75,5419,7758,112,37,1,23,12.4153092084841,1,0,1,78,159.5,6.5,0,0
"10838",5419,"TSB11058",112.75,5419,7758,112,37,1,23,12.4153092084841,1,1,1,55,147,0,0,0
"10839",5420,"TEB7926",94.7,5420,7029,91,28,1,17,4.45308556726482,1,1,1,51.5,130,0,0,0
"10840",5420,"TSB8058",94.7,5420,7029,91,28,1,17,4.45308556726482,1,1,1,70,156,0,0,0
"10841",5421,"TEB11352",77,5421,2048,123,26,1,12,22.9179220966655,1,0,1,109.5,188,3.5,0,0
"10842",5421,"TSB11513",77,5421,2048,123,26,1,12,22.9179220966655,1,1,1,208.5,357,0,0,0
"10843",5422,"TEB4513",106.9,5422,5718,198,5,1,23,25.7876140798354,1,1,1,13.5,49.5,0,0,0
"10844",5422,"TSB4575",106.9,5422,5718,198,5,1,23,25.7876140798354,1,1,1,32,59.5,0,0,0
"10845",5423,"TEB10314",71.85,5423,1620,70,8,1,8,25.5720473798898,1,1,1,71.5,123,0,0,0
"10846",5423,"TSB10412",71.85,5423,1620,70,8,1,8,25.5720473798898,1,1,1,70,137.5,0,0,0
"10847",5424,"TEB1189",94.25,5424,3433,96,16,1,31,5.8621896419453,1,0,1,55,149,30.5,0,0
"10848",5424,"TSB1303",94.25,5424,3433,96,16,1,31,5.8621896419453,1,1,1,38,108.5,0,0,0
"10849",5425,"TEB1828",88.5,5425,9612,68,9,1,10,21.5032166953678,1,1,1,100,218,0,0,0
"10850",5425,"TSB1982",88.5,5425,9612,68,9,1,10,21.5032166953678,1,1,1,108.5,243.5,0,0,0
"10851",5426,"TEB11624",97.45,5426,5107,156,39,1,15,12.6764062939815,1,1,1,155.5,293.5,0,0,0
"10852",5426,"TSB11721",97.45,5426,5107,156,39,1,15,12.6764062939815,1,1,1,108.5,259,0,0,0
"10853",5427,"TEB538",69.65,5427,8495,127,26,1,8,7.33465285150963,1,1,1,62,117,0,0,0
"10854",5427,"TSB687",69.65,5427,8495,127,26,1,8,7.33465285150963,1,0,1,19,52,1,0,0
"10855",5428,"TEB7048",86.85,5428,4325,87,13,1,8,6.05039147073077,1,1,1,51,114,0,0,0
"10856",5428,"TSB7095",86.85,5428,4325,87,13,1,8,6.05039147073077,1,1,1,63.5,116.5,0,0,0
"10857",5429,"TEB10225",104.6,5429,8199,108,5,1,23,1.78900959623698,1,1,1,26,59.5,0,0,0
"10858",5429,"TSB10310",104.6,5429,8199,108,5,1,23,1.78900959623698,1,1,1,66.5,138,0,0,0
"10859",5430,"TEB5802",91.15,5430,9039,161,27,1,18,16.6535716862616,1,1,1,79.5,151.5,0,0,0
"10860",5430,"TSB5994",91.15,5430,9039,161,27,1,18,16.6535716862616,1,0,1,28,71,33,0,0
"10861",5431,"TEB9576",99,5431,5030,63,32,1,27,1.85617288742634,1,0,1,65.5,122,21.5,0,0
"10862",5431,"TSB9764",99,5431,5030,63,32,1,27,1.85617288742634,1,0,0,36,92,51,24,0
"10863",5432,"TEB6878",98.6,5432,1216,93,18,1,19,11.9646685584828,1,1,1,54.5,100.5,0,0,0
"10864",5432,"TSB6988",98.6,5432,1216,93,18,1,19,11.9646685584828,1,0,1,55,99.5,8,0,0
"10865",5433,"TEB9464",65.65,5433,3845,161,36,1,15,19.6556892626234,1,0,1,41.5,64.5,5,0,0
"10866",5433,"TSB9540",65.65,5433,3845,161,36,1,15,19.6556892626234,1,1,1,11.5,41,0,0,0
"10867",5434,"TEB6689",0,5434,12294,162,32,1,13,15.6585090510056,0,0,0,0,0,0,0,0
"10868",5434,"TSB6873",0,5434,12294,162,32,1,13,15.6585090510056,0,0,0,0,0,0,0,0
"10869",5435,"TEB2049",83.15,5435,521,94,23,1,24,21.7697300634638,1,1,1,62,106.5,0,0,0
"10870",5435,"TSB2157",83.15,5435,521,94,23,1,24,21.7697300634638,1,1,1,31,68,0,0,0
"10871",5436,"TEB6252",94.1,5436,8716,46,27,1,9,5.71303368053772,1,1,1,60.5,100,0,0,0
"10872",5436,"TSB6441",94.1,5436,8716,46,27,1,9,5.71303368053772,1,1,1,77,143,0,0,0
"10873",5437,"TEB8032",112.6,5437,4631,142,13,1,31,8.12792655782867,1,0,1,36.5,80,2.5,0,0
"10874",5437,"TSB8093",112.6,5437,4631,142,13,1,31,8.12792655782867,1,1,1,46.5,116,0,0,0
"10875",5438,"TEB4760",106.7,5438,9521,183,18,1,10,15.0773420447817,1,1,1,109,294.5,0,0,0
"10876",5438,"TSB4807",106.7,5438,9521,183,18,1,10,15.0773420447817,1,1,1,126,272.5,0,0,0
"10877",5439,"TEB9667",94.75,5439,8913,34,35,1,23,14.6036618473467,1,0,1,25.5,60,12,0,0
"10878",5439,"TSB9737",94.75,5439,8913,34,35,1,23,14.6036618473467,1,1,1,39.5,83,0,0,0
"10879",5440,"TEB9645",0,5440,2151,93,8,1,19,0.260941819016356,0,0,0,0,0,0,0,0
"10880",5440,"TSB9819",0,5440,2151,93,8,1,19,0.260941819016356,0,0,0,0,0,0,0,0
"10881",5441,"TEB230",0,5441,4476,158,23,1,21,3.32596706283698,0,0,0,0,0,0,0,0
"10882",5441,"TSB299",0,5441,4476,158,23,1,21,3.32596706283698,0,0,0,0,0,0,0,0
"10883",5442,"TEB5084",89.25,5442,4597,161,32,1,21,0.142715281698154,1,1,1,97.5,228,0,0,0
"10884",5442,"TSB5215",89.25,5442,4597,161,32,1,21,0.142715281698154,1,1,1,109.5,220,0,0,0
"10885",5443,"TEB8938",143.9,5443,10593,25,18,1,11,23.0454913949308,1,0,1,36.5,115,6.5,0,0
"10886",5443,"TSB9116",143.9,5443,10593,25,18,1,11,23.0454913949308,1,0,1,44,102,36.5,0,0
"10887",5444,"TEB5411",111.1,5444,6712,61,36,1,29,6.62103412924847,1,1,1,30,63,0,0,0
"10888",5444,"TSB5526",111.1,5444,6712,61,36,1,29,6.62103412924847,1,1,1,48.5,91,0,0,0
"10889",5445,"TEB1338",104.45,5445,11569,118,36,1,32,5.9246547696495,1,1,1,24.5,49.5,0,0,0
"10890",5445,"TSB1384",104.45,5445,11569,118,36,1,32,5.9246547696495,1,1,1,25,48,0,0,0
"10891",5446,"TEB1835",138.3,5446,1183,132,10,1,20,23.0340991011923,1,1,1,23,48,0,0,0
"10892",5446,"TSB1901",138.3,5446,1183,132,10,1,20,23.0340991011923,1,0,0,32,55,15,9,0
"10893",5447,"TEB5270",0,5447,5343,182,28,1,10,8.01830796692148,0,0,0,0,0,0,0,0
"10894",5447,"TSB5356",0,5447,5343,182,28,1,10,8.01830796692148,0,0,0,0,0,0,0,0
"10895",5448,"TEB11048",90.9,5448,297,91,36,1,25,13.735281777346,1,1,1,113.5,287,0,0,0
"10896",5448,"TSB11150",90.9,5448,297,91,36,1,25,13.735281777346,1,1,1,115,228,0,0,0
"10897",5449,"TEB5880",94.2,5449,8589,181,27,1,17,11.664085607802,1,1,1,23,71.5,0,0,0
"10898",5449,"TSB5908",94.2,5449,8589,181,27,1,17,11.664085607802,1,1,1,10,30,0,0,0
"10899",5450,"TEB425",103.8,5450,10122,93,19,1,29,0.458082738603465,1,0,0,35.5,80.5,7,1,0
"10900",5450,"TSB505",103.8,5450,10122,93,19,1,29,0.458082738603465,1,1,1,10,26,0,0,0
"10901",5451,"TEB9750",120.75,5451,3951,78,6,1,31,5.78779677621252,1,1,1,76.5,154.5,0,0,0
"10902",5451,"TSB9939",120.75,5451,3951,78,6,1,31,5.78779677621252,1,1,1,42,154,0,0,0
"10903",5452,"TEB8261",107.8,5452,10063,70,8,1,25,3.6866388692623,1,0,1,67.5,111.5,7.5,0,0
"10904",5452,"TSB8404",107.8,5452,10063,70,8,1,25,3.6866388692623,1,1,1,25,52.5,0,0,0
"10905",5453,"TEB9228",0,5453,1534,80,20,1,28,9.78764781122003,0,0,0,0,0,0,0,0
"10906",5453,"TSB9359",0,5453,1534,80,20,1,28,9.78764781122003,0,0,0,0,0,0,0,0
"10907",5454,"TEB10361",104.75,5454,8056,57,18,1,20,0.193744964228012,1,1,1,64.5,153,0,0,0
"10908",5454,"TSB10414",104.75,5454,8056,57,18,1,20,0.193744964228012,1,1,1,52.5,128,0,0,0
"10909",5455,"TEB1498",68.95,5455,3157,96,31,1,19,12.9021992672593,1,1,1,49.5,136,0,0,0
"10910",5455,"TSB1618",68.95,5455,3157,96,31,1,19,12.9021992672593,1,1,1,44.5,122.5,0,0,0
"10911",5456,"TEB2318",0,5456,4966,84,30,1,10,18.3539740391471,0,0,0,0,0,0,0,0
"10912",5456,"TSB2502",0,5456,4966,84,30,1,10,18.3539740391471,0,0,0,0,0,0,0,0
"10913",5457,"TEB7876",106.25,5457,8388,173,40,1,25,1.25437693438004,1,1,1,66,133,0,0,0
"10914",5457,"TSB8002",106.25,5457,8388,173,40,1,25,1.25437693438004,1,0,1,52.5,107.5,4.5,0,0
"10915",5458,"TEB11463",75.45,5458,890,59,26,1,9,10.6792752144791,1,1,1,107,189.5,0,0,0
"10916",5458,"TSB11623",75.45,5458,890,59,26,1,9,10.6792752144791,1,1,1,102.5,236,0,0,0
"10917",5459,"TEB5218",80.95,5459,5188,46,26,1,13,22.6697497299917,1,1,1,60.5,104,0,0,0
"10918",5459,"TSB5274",80.95,5459,5188,46,26,1,13,22.6697497299917,1,1,1,45,84.5,0,0,0
"10919",5460,"TEB5221",104.15,5460,8603,75,24,1,29,13.6566990515594,1,0,0,68,127.5,60.5,54,0
"10920",5460,"TSB5345",104.15,5460,8603,75,24,1,29,13.6566990515594,1,0,1,79.5,135.5,14.5,0,0
"10921",5461,"TEB2666",178.15,5461,10319,198,8,1,17,19.3640770969002,1,1,1,45,113,0,0,0
"10922",5461,"TSB2788",178.15,5461,10319,198,8,1,17,19.3640770969002,1,1,1,20.5,55.5,0,0,0
"10923",5462,"TEB3351",68,5462,6213,160,40,1,17,15.6622615045612,1,1,1,30,59.5,0,0,0
"10924",5462,"TSB3459",68,5462,6213,160,40,1,17,15.6622615045612,1,1,1,26.5,57.5,0,0,0
"10925",5463,"TEB2093",0,5463,7078,124,16,1,15,2.38963575297221,0,0,0,0,0,0,0,0
"10926",5463,"TSB2173",0,5463,7078,124,16,1,15,2.38963575297221,0,0,0,0,0,0,0,0
"10927",5464,"TEB10966",90.6,5464,1533,200,5,1,16,6.44621003532619,1,1,1,80,162,0,0,0
"10928",5464,"TSB11001",90.6,5464,1533,200,5,1,16,6.44621003532619,1,1,1,76.5,166,0,0,0
"10929",5465,"TEB4767",120.55,5465,8315,87,33,1,26,16.1169228639491,1,1,1,46.5,132,0,0,0
"10930",5465,"TSB4926",120.55,5465,8315,87,33,1,26,16.1169228639491,1,0,1,40.5,85,8.5,0,0
"10931",5466,"TEB7841",93.2,5466,9240,88,28,1,19,21.2951023113353,1,0,1,34,73,4,0,0
"10932",5466,"TSB7879",93.2,5466,9240,88,28,1,19,21.2951023113353,1,0,1,27,60.5,3,0,0
"10933",5467,"TEB4352",101.25,5467,10362,42,16,1,29,5.29788194615301,1,0,1,78.5,140,4.5,0,0
"10934",5467,"TSB4415",101.25,5467,10362,42,16,1,29,5.29788194615301,1,0,1,20,39,5,0,0
"10935",5468,"TEB2566",63.4,5468,3558,167,36,1,24,20.6985256336671,1,0,0,46.5,105,79.5,76.5,0
"10936",5468,"TSB2635",63.4,5468,3558,167,36,1,24,20.6985256336671,1,0,1,34,116,85.5,0,0
"10937",5469,"TEB1568",81,5469,1836,110,33,1,19,21.3492007248264,1,1,1,57.5,139.5,0,0,0
"10938",5469,"TSB1620",81,5469,1836,110,33,1,19,21.3492007248264,1,0,1,74.5,141,4.5,0,0
"10939",5470,"TEB5996",94.05,5470,9867,179,11,1,17,5.34425429062685,1,1,1,98,206,0,0,0
"10940",5470,"TSB6179",94.05,5470,9867,179,11,1,17,5.34425429062685,1,1,1,92,194.5,0,0,0
"10941",5471,"TEB2716",0,5471,6222,99,38,1,31,2.01266804184485,0,0,0,0,0,0,0,0
"10942",5471,"TSB2870",0,5471,6222,99,38,1,31,2.01266804184485,0,0,0,0,0,0,0,0
"10943",5472,"TEB3250",71.55,5472,11220,196,22,1,19,16.8926037779727,1,1,1,65.5,126.5,0,0,0
"10944",5472,"TSB3355",71.55,5472,11220,196,22,1,19,16.8926037779727,1,1,1,66,122.5,0,0,0
"10945",5473,"TEB6045",92,5473,452,185,38,1,16,5.01796682424331,1,1,1,79,197.5,0,0,0
"10946",5473,"TSB6082",92,5473,452,185,38,1,16,5.01796682424331,1,1,1,108.5,196.5,0,0,0
"10947",5474,"TEB4977",138.2,5474,2924,92,24,1,14,5.46525758027425,1,1,1,28,65.5,0,0,0
"10948",5474,"TSB5067",138.2,5474,2924,92,24,1,14,5.46525758027425,1,1,1,15,29.5,0,0,0
"10949",5475,"TEB12098",99.8,5475,7201,142,11,1,20,3.93714923058543,1,0,1,75,196.5,4,0,0
"10950",5475,"TSB12212",99.8,5475,7201,142,11,1,20,3.93714923058543,1,0,0,64,183,13.5,6,0
"10951",5476,"TEB5726",110.2,5476,9310,79,36,1,13,21.3567736290744,1,0,1,55,125.5,1.5,0,0
"10952",5476,"TSB5836",110.2,5476,9310,79,36,1,13,21.3567736290744,1,1,1,73,149,0,0,0
"10953",5477,"TEB6492",0,5477,7045,151,28,1,8,7.89253632021067,0,0,0,0,0,0,0,0
"10954",5477,"TSB6674",0,5477,7045,151,28,1,8,7.89253632021067,0,0,0,0,0,0,0,0
"10955",5478,"TEB6525",93.2,5478,1506,199,5,1,8,25.8895802873985,1,0,1,29,85.5,20.5,0,0
"10956",5478,"TSB6620",93.2,5478,1506,199,5,1,8,25.8895802873985,1,0,1,22,62.5,16.5,0,0
"10957",5479,"TEB1321",86.95,5479,3249,184,15,1,23,12.8205817874856,1,0,1,19.5,39,2.5,0,0
"10958",5479,"TSB1428",86.95,5479,3249,184,15,1,23,12.8205817874856,1,1,1,25,50.5,0,0,0
"10959",5480,"TEB7679",89.65,5480,10942,112,9,1,22,25.7225383519565,1,1,1,30,56,0,0,0
"10960",5480,"TSB7754",89.65,5480,10942,112,9,1,22,25.7225383519565,1,0,1,40,82,9.5,0,0
"10961",5481,"TEB11874",147.8,5481,6320,43,27,1,18,24.1201024683272,1,1,1,84.5,164,0,0,0
"10962",5481,"TSB12028",147.8,5481,6320,43,27,1,18,24.1201024683272,1,0,1,74,196.5,12.5,0,0
"10963",5482,"TEB8939",94.65,5482,9572,58,23,1,22,22.0203653011185,1,0,1,118,221,4,0,0
"10964",5482,"TSB9051",94.65,5482,9572,58,23,1,22,22.0203653011185,1,1,1,48.5,114.5,0,0,0
"10965",5483,"TEB679",91.75,5483,11554,119,18,1,21,15.5426910412528,1,1,1,11.5,35.5,0,0,0
"10966",5483,"TSB748",91.75,5483,11554,119,18,1,21,15.5426910412528,1,1,1,25,44.5,0,0,0
"10967",5484,"TEB4595",110.4,5484,3266,195,27,1,30,22.8335354965795,1,1,1,62.5,162,0,0,0
"10968",5484,"TSB4663",110.4,5484,3266,195,27,1,30,22.8335354965795,1,0,1,71.5,164,21.5,0,0
"10969",5485,"TEB7137",0,5485,3479,26,26,1,31,1.26607320697117,0,0,0,0,0,0,0,0
"10970",5485,"TSB7291",0,5485,3479,26,26,1,31,1.26607320697117,0,0,0,0,0,0,0,0
"10971",5486,"TEB2767",121.05,5486,8142,145,22,1,31,5.88883703564899,1,1,1,30,68,0,0,0
"10972",5486,"TSB2799",121.05,5486,8142,145,22,1,31,5.88883703564899,1,0,1,30.5,75.5,2,0,0
"10973",5487,"TEB653",90.25,5487,4393,72,14,1,19,14.5238012183774,1,0,1,32,92,5.5,0,0
"10974",5487,"TSB689",90.25,5487,4393,72,14,1,19,14.5238012183774,1,0,0,44.5,90.5,21,7,0
"10975",5488,"TEB4553",84.55,5488,7457,120,24,1,23,19.5037550928188,1,1,1,76,212.5,0,0,0
"10976",5488,"TSB4603",84.55,5488,7457,120,24,1,23,19.5037550928188,1,1,1,105,270.5,0,0,0
"10977",5489,"TEB3176",80.9,5489,7047,146,31,1,19,4.52073045908101,1,1,1,67,189,0,0,0
"10978",5489,"TSB3331",80.9,5489,7047,146,31,1,19,4.52073045908101,1,1,1,94,167,0,0,0
"10979",5490,"TEB10416",133.9,5490,3763,168,34,1,9,10.950200807642,1,1,1,75.5,176.5,0,0,0
"10980",5490,"TSB10475",133.9,5490,3763,168,34,1,9,10.950200807642,1,1,1,68.5,144,0,0,0
"10981",5491,"TEB6367",0,5491,6199,174,7,1,24,21.1242252658054,0,0,0,0,0,0,0,0
"10982",5491,"TSB6473",0,5491,6199,174,7,1,24,21.1242252658054,0,0,0,0,0,0,0,0
"10983",5492,"TEB9293",89.45,5492,3231,25,39,1,27,20.3561432616492,1,1,1,72.5,137,0,0,0
"10984",5492,"TSB9359",89.45,5492,3231,25,39,1,27,20.3561432616492,1,0,1,55.5,120,13.5,0,0
"10985",5493,"TEB7329",90.2,5493,11500,185,13,1,25,2.90480431615491,1,1,1,47,103.5,0,0,0
"10986",5493,"TSB7363",90.2,5493,11500,185,13,1,25,2.90480431615491,1,1,1,72,97,0,0,0
"10987",5494,"TEB4222",0,5494,5790,35,25,1,11,18.6230744203518,0,0,0,0,0,0,0,0
"10988",5494,"TSB4309",0,5494,5790,35,25,1,11,18.6230744203518,0,0,0,0,0,0,0,0
"10989",5495,"TEB1068",70.2,5495,2037,45,5,1,15,18.9706527459824,1,1,1,72,159.5,0,0,0
"10990",5495,"TSB1223",70.2,5495,2037,45,5,1,15,18.9706527459824,1,1,1,45,135,0,0,0
"10991",5496,"TEB8308",102.05,5496,10574,78,31,1,29,2.33420127378963,1,1,1,69,149,0,0,0
"10992",5496,"TSB8355",102.05,5496,10574,78,31,1,29,2.33420127378963,1,1,1,44,100.5,0,0,0
"10993",5497,"TEB5415",0,5497,1530,164,28,1,16,23.7618931503564,0,0,0,0,0,0,0,0
"10994",5497,"TSB5580",0,5497,1530,164,28,1,16,23.7618931503564,0,0,0,0,0,0,0,0
"10995",5498,"TEB9386",91.2,5498,2608,53,36,1,20,13.1258475389013,1,1,1,69,111.5,0,0,0
"10996",5498,"TSB9560",91.2,5498,2608,53,36,1,20,13.1258475389013,1,1,1,20,44,0,0,0
"10997",5499,"TEB5878",100.1,5499,8314,72,12,1,27,19.2242721701136,1,1,1,47.5,157.5,0,0,0
"10998",5499,"TSB6021",100.1,5499,8314,72,12,1,27,19.2242721701136,1,1,1,72.5,200,0,0,0
"10999",5500,"TEB4360",124.7,5500,6021,131,9,1,17,10.72233322759,1,1,1,79.5,152.5,0,0,0
"11000",5500,"TSB4447",124.7,5500,6021,131,9,1,17,10.72233322759,1,1,1,26,97,0,0,0
"11001",5501,"TEB9006",0,5501,1224,105,28,1,18,11.5980810196607,0,0,0,0,0,0,0,0
"11002",5501,"TSB9082",0,5501,1224,105,28,1,18,11.5980810196607,0,0,0,0,0,0,0,0
"11003",5502,"TEB3746",73.9,5502,3541,179,39,1,17,5.20938993178145,1,0,1,36,85,10.5,0,0
"11004",5502,"TSB3821",73.9,5502,3541,179,39,1,17,5.20938993178145,1,1,1,55,99.5,0,0,0
"11005",5503,"TEB5118",90.75,5503,5913,67,12,1,28,2.62539633158827,1,0,1,53.5,126,1.5,0,0
"11006",5503,"TSB5149",90.75,5503,5913,67,12,1,28,2.62539633158827,1,1,1,72,154,0,0,0
