target_year,curve_uncert,offset_14c_age,measurement_error,offset_magnitude,accuracy_68,accuracy_95,precision_68,precision_95,off_target_68,off_target_95,sigma_curve_uncert
5947,17.4,5233.678423,30.54927535,-18.93983234,1,1,76,187,NA,NA,35.157050849155674
5947,17.4,5272.231271,8.753619253,38.79184991,0,1,63,150,47,NA,19.477829705244172
5949,17.9,5250.915136,29.25147513,-10.04482426,1,1,99,200,NA,NA,34.29371367001551
5949,17.9,5281.641566,28.94557442,13.80865828,0,1,117,210,46,NA,34.03316439157191
5949,17.9,5189.108426,31.16880979,-45.74904153,0,1,54,105,5,NA,35.9430758801358
5950,18,5317.517199,31.8913336,16.7424771,0,0,124,214,55,46,36.62044727725876
5952,18.1,5254.634144,13.92663472,24.46384078,1,1,52,134,NA,NA,22.83771342810636
5953,18.1,5209.034523,18.43170303,-18.83828864,0,1,42,77,8,NA,25.83287975789984
5954,18.1,5192.037334,32.46137294,-38.07052674,0,1,56,114,9,NA,37.166527052574665
5955,18,5247.982024,16.14966754,-1.457197266,1,1,58,134,NA,NA,24.182881582899288
5957,17.6,5287.121466,20.21088928,45.62375715,0,1,105,181,40,NA,26.800000848664517
5961,16.9,5205.304026,28.16933656,41.02558007,0,1,52,106,1,NA,32.849985117661056
5961,16.9,5233.07835,26.93927562,21.57087983,1,1,65,146,NA,NA,31.801486929549796
5964,16.9,5272.019254,22.72957702,26.05745825,0,1,92,198,3,NA,28.323906360318876
5964,16.9,5254.905485,12.81627767,4.966448527,1,1,51,128,NA,NA,21.21006773479379
5966,17.2,5184.461467,11.70402489,-31.98197186,0,1,28,60,9,NA,20.804427380385636
5971,17.9,5210.404997,34.74988758,-28.98433313,1,1,68,158,NA,NA,39.08918887394107
5971,17.9,5215.330586,14.85500288,-4.063825379,1,1,38,73,NA,NA,23.261150241654182
5974,17.2,5225.70317,28.12935152,-2.811345179,1,1,61,149,NA,NA,32.97120587627523
5975,17,5214.151943,14.72263464,39.29294492,1,1,38,72,NA,NA,22.48901889240453
5976,16.8,5233.426985,22.12769748,10.11733997,1,1,57,121,NA,NA,27.782638387424587
5978,16.3,5220.175238,28.03603816,-19.17694248,1,1,61,129,NA,NA,32.43006993068279
5978,16.3,5198.077475,32.79277646,-9.505501227,1,1,52,117,NA,NA,36.62043402194368
5981,15.9,5211.779066,11.77374215,5.595778907,1,1,39,70,NA,NA,19.784615341590207
5982,15.9,5188.628015,22.57343553,6.679830397,1,1,40,86,NA,NA,27.61104836160819
5982,15.9,5234.355015,23.74474757,13.11246958,1,1,64,143,NA,NA,28.576616964977166
5982,15.9,5143.724734,28.59456769,-29.07399847,1,1,53,153,NA,NA,32.71787434076352
5984,16,5218.294994,27.63103069,37.90260623,1,1,62,129,NA,NA,31.929200694532298
5984,16,5187.476451,15.26312854,26.981443,1,1,31,67,NA,NA,22.112509871757265
5989,16,5269.365275,33.11678719,45.13332471,0,1,122,228,1,NA,36.77936369470994
5991,16,5234.027896,14.6274965,-6.932559959,1,1,42,91,NA,NA,21.67864511120361
5991,16,5306.519333,33.73573899,34.42870225,0,0,131,215,12,2,37.337649701091344
5991,16,5229.064809,12.21528586,5.010748049,1,1,44,82,NA,NA,20.129908311801024
5994,15.9,5228.856421,33.71043885,5.39999844,1,1,75,195,NA,NA,37.27202285172606
5996,16.1,5277.022251,21.89755525,11.14897565,1,1,99,190,NA,NA,27.179273830012505
5997,16.2,5294.428553,24.09662539,17.93948344,0,1,116,186,2,NA,29.035966579158213
5999,16.7,5241.517862,13.38058787,-25.70639981,1,1,43,107,NA,NA,21.399302132237658
5999,16.7,5330.382628,34.59061882,34.73932843,0,1,130,223,10,NA,38.41094779292146
5999,16.7,5311.34848,23.11544772,21.60498674,0,1,113,181,6,NA,28.516905920805172
6000,17,5240.361859,26.40186333,-31.14118122,1,1,80,172,NA,NA,31.401566637605818
6002,18.1,5282.121879,26.18179493,-28.38575949,1,1,111,198,NA,NA,31.82917507188293
6002,18.1,5325.041279,8.836748598,47.77832585,0,0,91,156,10,1,20.14194940377557
6004,19.4,5297.849752,24.44176091,-13.76190656,1,1,108,185,NA,NA,31.20512259840688
6004,19.4,5286.168104,24.51207103,-34.08826592,1,1,108,195,NA,NA,31.260224346280136
6005,20,5234.256916,32.8483103,-8.86859945,0,1,84,193,4,NA,38.45791842475469
6006,20.6,5313.936552,23.41905289,20.19294377,1,1,115,191,NA,NA,31.189934887149374
6006,20.6,5280.440804,14.99468967,-17.63602516,1,1,80,166,NA,NA,25.479417542393012
6007,21.3,5242.072989,34.21923042,-15.65735287,0,1,97,211,3,NA,40.30689433009015
6007,21.3,5374.154135,25.29229641,38.411322,0,0,81,202,113,2,33.066452148534154
6007,21.3,5310.798998,13.87407097,11.14136709,1,1,104,165,NA,NA,25.420067767033917
6008,22,5340.962909,30.18512829,37.54272182,0,1,124,220,2,NA,37.35159929485963
6009,22.6,5304.68238,30.50636479,-18.47159446,1,1,128,202,NA,NA,37.965751575604976
6014,23.2,5332.26833,18.51760463,5.507494882,1,1,111,177,NA,NA,29.684030744374954
6014,23.2,5255.007387,28.01211279,-27.31674952,0,1,93,201,9,NA,36.37194609805312
6016,22.7,5358.374903,33.56725339,34.47150192,0,1,125,226,1,NA,40.522222300220236
6017,22.2,5326.25253,32.17302241,24.96430124,1,1,125,214,NA,NA,39.08891621667659
6020,21,5280.679679,17.33197991,-49.06508101,0,1,90,179,7,NA,27.22861596924536
6021,20.9,5319.692493,17.50671496,-26.35735555,1,1,100,175,NA,NA,27.263438313805683
6022,20.9,5302.407124,13.00378022,-22.27198815,0,1,94,162,6,NA,24.61520465098885
6022,20.9,5277.319449,29.78138093,-18.42857255,0,1,123,208,5,NA,36.38324683281809
6024,21,5349.435569,15.83037361,46.61202587,1,1,90,175,NA,NA,26.29830277094293
6025,21,5404.736899,29.88642408,14.84331463,0,0,74,149,171,3,36.526679896886385
6025,21,5360.693096,19.99857266,19.92263049,0,1,88,188,2,NA,28.999015646005976
6026,21,5313.645527,26.66091676,3.890556237,1,1,119,191,NA,NA,33.93824512970063
6027,21.1,5344.526179,20.85671077,40.08673662,1,1,94,193,NA,NA,29.66837346642775
6028,21.1,5251.560158,33.95546872,2.373526618,0,1,107,216,22,NA,39.977291754130846
6028,21.1,5369.06823,19.19065694,26.83108123,0,1,68,170,93,NA,28.52176912094988
6030,21,5325.773821,30.5064939,15.72418788,1,1,124,212,NA,NA,37.03574179182506
6030,21,5361.421037,10.38152954,36.69554973,0,1,54,138,90,NA,23.425971817405838
6031,20.7,5337.81452,11.25955031,16.58069068,1,1,84,151,NA,NA,23.564114097148256
6033,19.8,5358.992438,10.72045008,10.33936078,0,1,60,136,85,NA,22.51595101073397
6033,19.8,5360.665644,16.69133143,49.93770949,1,1,72,172,NA,NA,25.89672845951986
6035,19,5377.98471,28.84775599,38.23379558,0,1,94,199,84,NA,34.54262621253024
6036,18.9,5344.379031,9.639152791,9.762287443,1,1,77,157,NA,NA,21.216108656590233
6037,19,5335.48398,32.55331912,-26.96421416,1,1,132,222,NA,NA,37.692420799526225
6037,19,5346.144582,15.58136734,-2.225497947,1,1,90,172,NA,NA,24.571915028829533
6037,19,5337.488988,26.70117132,-35.76640908,1,1,120,209,NA,NA,32.77121526370346
6048,16.8,5323.647725,11.67687458,16.79824926,1,1,103,166,NA,NA,20.459457469763226
6053,17.7,5313.598823,29.82716357,25.68018949,1,1,123,201,NA,NA,34.6835650796099
6054,17.9,5297.908456,12.9050462,-16.10612574,1,1,97,159,NA,NA,22.066948529965224
6055,18,5264.321365,16.32213667,-38.40698551,0,1,74,170,28,NA,24.298398002217322
6055,18,5387.634582,23.94381182,34.53139011,0,0,73,165,71,11,29.95506842708879
6055,18,5331.301294,10.33714576,27.84200236,0,1,88,160,6,NA,20.75708511481046
6056,17.9,5211.90316,15.2093378,-37.81995864,0,0,40,72,65,60,23.4890177809654
6060,17,5279.034118,11.0257578,-40.31672897,0,1,65,158,20,NA,20.262461229185877
6061,17.1,5302.953214,29.09266763,3.802531632,1,1,128,197,NA,NA,33.746011761831205
6061,17.1,5240.532659,32.57628996,-44.42999128,0,1,87,196,27,NA,36.791638554948825
6063,17.6,5321.590672,21.84989527,-3.848937713,1,1,104,184,NA,NA,28.056691239523747
6063,17.6,5283.826913,13.33104284,-26.78106599,0,1,78,159,5,NA,22.078874590927757
6066,18.1,5393.002925,29.43014307,16.51457185,0,0,70,173,124,2,34.550590749228434
6067,18.2,5333.201791,8.8177291,1.496143336,1,1,80,149,NA,NA,20.223559194191974
6070,18,5269.673238,15.8328919,-44.39613563,0,1,81,171,11,NA,23.97249394445821
6071,17.7,5323.555186,15.69211323,-10.26289102,1,1,104,169,NA,NA,23.654437588392184
6072,17.2,5348.965083,19.44144728,24.54687464,1,1,98,178,NA,NA,25.95784799133047
6073,16.7,5255.170195,8.574829914,-43.65618399,0,0,46,120,17,7,18.77279169580351
6076,16,5231.625852,27.82924754,-43.64729142,0,0,66,148,77,4,32.10088812856423
6076,16,5338.606897,29.7917939,-11.86472795,1,1,129,215,NA,NA,33.816430677705725
6077,16.2,5288.864315,12.07982133,-14.95659677,1,1,83,160,NA,NA,20.207970787902553
6078,16.5,5316.591591,33.23839163,48.34291984,1,1,126,218,NA,NA,37.10849873208635
6078,16.5,5279.313137,15.01307691,-14.2348669,1,1,80,170,NA,NA,22.30790170109182
6079,16.8,5259.490531,20.75351049,-46.03818895,0,1,77,185,5,NA,26.701089821551104
6080,17,5296.092241,10.22312849,-19.60666422,1,1,92,156,NA,NA,19.83714586635511
6081,17.2,5300.284912,11.70189649,-8.576365467,1,1,99,158,NA,NA,20.803230072819805
6082,17.5,5310.523331,16.08184939,1.456453302,1,1,106,177,NA,NA,23.7671176166283
6083,17.7,5331.103018,19.03237467,0.553663447,0,1,107,179,5,NA,25.990792323037354
6083,17.7,5238.821826,27.90626444,-5.221036915,0,1,80,184,8,NA,33.04617368161114
6083,17.7,5227.190282,34.72223724,18.82364182,0,1,75,197,12,NA,38.97337243491821
6085,18,5302.003062,28.23369473,-11.80489897,1,1,123,196,NA,NA,33.483451406729706
6090,17,5317.699462,11.02964734,40.59425076,0,0,94,160,9,2,20.26457797351746
6090,17,5257.882308,13.85702509,-23.19949481,1,1,60,150,NA,NA,21.932103053398446
6094,18.6,5251.716335,12.54919587,-3.212887002,1,1,50,131,NA,NA,22.437520294890547
6094,18.6,5247.119478,20.84440739,-39.82810797,1,1,60,154,NA,NA,27.936523037777746
6096,19.4,5245.391356,33.11922806,-16.17012003,1,1,102,208,NA,NA,38.3828512136643
6096,19.4,5315.939049,29.36287631,19.10544322,0,1,121,199,12,NA,35.19287577332036
6096,19.4,5288.518408,12.85610464,33.53557028,1,1,84,162,NA,NA,23.273148186582524
6099,20.7,5244.241916,25.84608598,0.996555178,1,1,72,183,NA,NA,33.11359479859522
6100,21,5275.520145,34.19884444,38.56091814,1,1,128,226,NA,NA,40.131794889231145
6100,21,5241.570624,23.51122983,-27.58151325,1,1,67,158,NA,NA,31.52424349796648
6100,21,5241.191466,33.41061474,-6.73987167,1,1,92,207,NA,NA,39.46225002840949
6101,21.3,5268.198531,32.30785392,-9.331192868,1,1,119,226,NA,NA,38.69738266234629
6102,21.6,5311.279338,27.86564009,31.79596879,0,1,114,195,8,NA,35.256969490093944
6103,21.8,5295.488172,8.850460994,36.32439268,0,1,91,156,1,NA,23.528082365681982
6104,21.9,5287.436991,31.22528342,-13.10747229,1,1,124,214,NA,NA,38.13958999070817
6104,21.9,5307.801087,32.42569156,48.13994805,0,1,128,209,5,NA,39.12844838661833
6108,21.6,5181.639453,29.46529499,-40.90288889,0,0,46,94,120,112,36.534416771692406
6111,20.6,5330.465912,11.14409154,40.5148698,0,1,90,159,3,NA,23.421160864737246
6112,20.2,5276.862936,9.731903388,-23.34992138,1,1,66,151,NA,NA,22.422086066050273
6112,20.2,5302.384174,20.43212398,-17.23495144,1,1,103,175,NA,NA,28.731719237353182
6113,19.8,5335.106646,8.0176070760000009,17.35470467,0,1,75,144,2,NA,21.36169523294266
6113,19.8,5316.183929,26.83689631,32.774491,1,1,120,193,NA,NA,33.35054727517514
6115,19,5297.675564,32.1916977,-9.777782462,1,1,121,213,NA,NA,37.380548428403046
6115,19,5300.038863,34.65697284,-10.1026336,1,1,125,223,NA,NA,39.52348373350328
6115,19,5270.549319,16.26491197,-31.05545237,0,1,80,175,3,NA,25.010944832050015
6116,18.7,5371.302354,12.46996128,47.96937481,0,1,57,137,7,NA,22.476430640221754
6116,18.7,5317.54683,17.22089309,13.19869161,1,1,97,176,NA,NA,25.4214310930209
6117,18.4,5346.319489,27.17269246,49.17126179,1,1,109,215,NA,NA,32.8163863873788
6120,18,5301.102411,24.78327154,-30.44182612,0,1,118,194,3,NA,30.630222790984952
6122,18.3,5298.146883,33.72995871,-41.23838837,0,1,128,220,5,NA,38.374472173286044
6122,18.3,5366.972048,23.47477764,-19.45636864,1,1,86,202,NA,NA,29.7649993322265
6124,18.8,5297.092809,23.85110892,-49.97855746,0,1,108,182,8,NA,30.369645976100934
6126,19.1,5379.727105,14.2598707,29.62102261,0,1,55,126,1,NA,23.835979366930122
6127,19.1,5385.378797,14.54493759,49.60615898,0,1,51,119,63,NA,24.007607325533193
6128,19,5386.083419,18.63363108,24.04336613,0,1,52,129,62,NA,26.612256710499807
6130,19,5322.719468,15.818161,-47.99086861,0,1,103,171,8,NA,24.722746963513604
6130,19,5319.543938,19.32874952,-35.51299558,0,1,100,177,10,NA,27.103515602351298
6132,19,5408.857897,14.15440778,38.00286269,0,0,53,87,68,63,23.692768086539076
6135,19,5422.196104,23.63824518,28.6535904,0,0,53,96,70,58,30.327654627250574
6136,18.9,5332.188883,21.68248549,2.553892368,1,1,116,191,NA,NA,28.7635216380759
6137,18.7,5334.0631,13.76559113,-42.20383575,1,1,89,163,NA,NA,23.220282064573087
6138,18.4,5299.305587,10.59420216,-49.0371461,0,0,101,157,8,5,21.231983407278477
6138,18.4,5345.930055,27.88343649,-24.83554194,1,1,117,215,NA,NA,33.40727511324238
6139,18.2,5326.587939,22.11235805,-27.68708139,1,1,113,187,NA,NA,28.639070839177023
6140,18,5329.368822,9.726988715,-8.682231489,1,1,87,158,NA,NA,20.460066213522804
6140,18,5356.608221,16.64581013,26.633678,1,1,80,179,NA,NA,24.516994001794156
6142,17.5,5355.921004,33.62996858,29.8385595,1,1,125,234,NA,NA,37.91074764089713
6143,17.3,5303.892378,29.27357313,-18.83036816,0,1,125,197,1,NA,34.00341282573645
6143,17.3,5312.615639,14.59298891,-21.13570687,1,1,107,168,NA,NA,22.632837323839517
6144,17.1,5370.323574,28.12437344,15.70186939,1,1,97,221,NA,NA,32.91489604104162
6144,17.1,5325.580146,21.81822853,2.852066583,1,1,110,185,NA,NA,27.720842270524646
6147,17.3,5274.516235,15.19509147,-24.80944945,0,1,70,172,3,NA,23.02565536052485
6147,17.3,5306.788095,13.87517271,-5.911657773,1,1,95,163,NA,NA,22.176799086710613
6147,17.3,5360.984308,27.74213065,0.764995464,0,1,111,212,1,NA,32.69427798563029
6149,17.8,5339.20495,19.86438237,18.43445129,0,1,94,183,2,NA,26.672714277732723
6151,18.1,5331.777467,34.16713143,-11.18865106,0,1,129,225,1,NA,38.66526697379567
6151,18.1,5302.734099,32.04399666,6.474820548,1,1,128,210,NA,NA,36.80255048153716
6153,18,5306.062386,24.57523272,4.461867618,1,1,112,192,NA,NA,30.46214147498758
6153,18,5332.453598,32.76080565,41.98138458,0,1,129,225,3,NA,37.38008008066692
6154,18,5235.812187,21.53439523,0.735111022,0,1,63,133,155,NA,28.066531276982676
6154,18,5304.807099,19.20686982,4.183234111,1,1,101,172,NA,NA,26.323066847964864
6156,18,5341.418647,34.67101404,-1.206913404,0,1,136,231,6,NA,39.06506386225264
6160,18,5284.391229,11.23159965,4.661603947,1,1,78,152,NA,NA,21.21671111878276
6160,18,5270.335303,27.80960945,15.07493719,1,1,115,210,NA,NA,33.12664151044487
6160,18,5312.356354,27.17461861,19.1215619,0,1,117,192,5,NA,32.59539686211779
6162,17.6,5317.624099,34.53946194,28.1475944,0,1,130,221,3,NA,38.76511874230116
6163,17.4,5307.142541,16.35929298,13.81675007,1,1,100,171,NA,NA,23.882765057787534
6164,17.2,5273.329108,16.00395733,-29.56416444,1,1,74,172,NA,NA,23.493970507780517
6164,17.2,5351.008983,20.62226855,22.31799616,0,0,102,183,12,5,26.85363960710576
6165,17,5314.366328,18.34384339,18.41492739,0,1,103,181,3,NA,25.009929834304746
6167,16.9,5279.04568,14.3857424,-28.67227087,1,1,78,164,NA,NA,22.193683434688296
6171,17.2,5269.571473,32.41490104,-42.75078017,1,1,122,220,NA,NA,36.695582968975884
6172,17.4,5354.713328,27.94219101,27.18315772,0,1,115,215,3,NA,32.91695670075416
6172,17.4,5313.822752,21.32017428,19.65148817,1,1,111,190,NA,NA,27.51926291399487
6173,17.6,5333.868231,8.150581014,26.71310008,0,1,77,145,2,NA,19.395668868739158
6174,17.8,5330.739579,11.29533237,9.031407745,1,1,91,159,NA,NA,21.08137882940226
6175,18,5317.693395,19.05571745,-9.87646007,1,1,102,180,NA,NA,26.21298089752927
6178,18.1,5334.037239,15.7635387,22.89885904,1,1,99,165,NA,NA,24.002065584994924
6180,18,5322.098294,8.71888192,-10.50140972,1,1,98,166,NA,NA,20.000472542790156
6182,17.7,5300.352085,9.489879749,-33.01753744,0,0,92,158,6,2,20.083521047129167
6182,17.7,5320.757564,17.42628527,-10.39645099,1,1,101,173,NA,NA,24.838788583814207
6182,17.7,5324.814716,17.94116474,11.56256986,1,1,107,176,NA,NA,25.20268621055738
6184,17.2,5381.995484,13.89168045,42.83083486,0,1,46,119,6,NA,22.10924661142736
6188,16.3,5311.846551,29.05321305,-47.63950706,0,1,120,199,7,NA,33.313348503695785
6189,16.1,5399.563822,34.88115771,-1.35145993,0,1,88,187,2,NA,38.41751115298715
6192,15.9,5343.858525,34.43248703,28.86914702,1,1,133,233,NA,NA,37.926325462284346
6192,15.9,5409.037613,34.29545221,47.40582616,0,1,81,169,6,NA,37.80195818060744
6192,15.9,5317.299037,31.98380282,-49.58071788,0,1,124,214,8,NA,35.717973666329954
6192,15.9,5367.822914,18.45958708,-19.08869289,1,1,67,167,NA,NA,24.363217258073757
6193,15.9,5389.540134,18.26308513,34.17142376,1,1,57,120,NA,NA,24.214670728003448
6193,15.9,5313.405151,21.19019317,-32.80243007,0,0,111,190,12,4,26.49215518945023
6193,15.9,5372.301829,29.04119394,-14.10985659,1,1,94,221,NA,NA,33.10892546520791
6193,15.9,5399.746973,17.8809555,3.15845185,0,1,57,102,4,NA,23.92777820009581
6195,16,5334.267971,20.3517897,-32.10302317,0,1,103,191,5,NA,25.888131334513623
6197,16.3,5395.21305,32.28352875,0.166903366,1,1,83,184,NA,NA,36.16512447859231
6197,16.3,5402.74836,10.40309471,35.76081004,0,1,49,88,2,NA,19.33686581494607
6199,16.8,5429.022456,24.18303046,40.37995334,0,1,50,93,8,NA,29.445864942794394
6199,16.8,5396.764447,22.73709108,3.213704191,1,1,61,127,NA,NA,28.27039636758239
6200,17,5404.756513,28.97497347,49.9184123,1,1,73,139,NA,NA,33.59388467544657
6200,17,5375.338022,21.43482864,8.511787676,1,1,72,175,NA,NA,27.35784857817157
6201,17.2,5392.129771,11.57899398,2.799460571,1,1,47,98,NA,NA,20.734345940706117
6204,17.9,5435.074675,13.04770236,33.79603503,0,1,35,72,8,NA,22.15067802292177
6204,17.9,5353.435065,23.56033049,-15.42878326,0,1,105,202,2,NA,29.588835272751503
6204,17.9,5369.06615,24.8231803,-8.549593994,1,1,88,210,NA,NA,30.603925895321144
6206,17.9,5333.608521,18.09474952,-40.57506772,0,0,104,183,16,8,25.45250400631616
6206,17.9,5409.310895,24.62584899,19.41772236,1,1,64,109,NA,NA,30.444087085644135
6207,17.7,5396.443886,13.62049634,-6.656638766,1,1,48,103,NA,NA,22.334008161276234
6210,17,5400.893509,15.32328888,-8.266615472,1,1,56,96,NA,NA,22.88674686581585
6211,16.8,5360.104432,11.50388614,-48.90462596,0,0,63,142,9,3,20.361222859201852
6214,16.1,5443.726244,23.21148261,-2.487458219,1,1,44,85,NA,NA,28.24859155700214
6215,16,5418.281581,24.31203963,30.06224919,1,1,58,99,NA,NA,29.10455756356194
6216,15.9,5463.00418,22.12677175,-10.96078027,1,1,39,71,NA,NA,27.24709210313273
6216,15.9,5435.352608,25.52121177,17.35930543,1,1,48,95,NA,NA,30.06895824948358
6217,15.9,5459.550094,25.96562315,29.18460679,1,1,40,85,NA,NA,30.44706201865487
6218,15.9,5488.718602,31.4001165,32.78707156,0,1,45,128,1,NA,35.196268498429944
6219,15.9,5435.469937,9.032008207,5.383757362,1,1,28,62,NA,NA,18.28625637606876
6219,15.9,5458.757163,22.5147482,5.239192769,1,1,39,74,NA,NA,27.563089204757205
6220,16,5585.26186,30.15150982,47.33237643,0,0,67,120,94,80,34.133759599926236
6220,16,5399.280884,33.83820211,-25.46136908,1,1,88,186,NA,NA,37.430254100623046
6221,16.2,5412.843238,8.162347943,-18.49060112,0,1,46,82,1,NA,18.14011918214972
6223,16.6,5442.435835,18.47197976,1.113877189,1,1,33,76,NA,NA,24.834935801283034
6223,16.6,5501.681801,17.49438667,48.40531778,0,1,19,66,63,NA,24.11666570982551
6228,17,5455.940842,28.1424799,22.53234736,1,1,40,92,NA,NA,32.878551898188945
6229,17,5437.616983,26.61283341,36.00771907,1,1,45,96,NA,NA,31.579152966924433
6232,17,5472.689348,24.55829302,32.00398257,1,1,36,77,NA,NA,29.86820644190375
6232,17,5392.630636,32.74688419,16.26335327,1,1,89,184,NA,NA,36.89659095571395
6233,17.1,5399.88223,8.329436235,-36.29950925,0,1,45,89,5,NA,19.02076517895458
6234,17.1,5353.553476,19.00950218,-45.61856338,0,0,89,183,15,8,25.568949394361606
6234,17.1,5451.582029,12.69176038,26.16351405,1,1,33,61,NA,NA,21.295322996924412
6234,17.1,5415.827442,19.47484075,-7.858031825,1,1,57,91,NA,NA,25.916778778194264
6237,16.6,5459.594161,21.37554353,45.34957455,0,1,37,72,1,NA,27.064254307165477
6238,16.3,5411.605422,30.69425075,27.68466803,1,1,68,133,NA,NA,34.75380596573382
6238,16.3,5413.986893,21.14045635,7.408487005,1,1,60,96,NA,NA,26.69473533650887
6239,16.1,5424.814526,13.72592693,-5.591586349,1,1,44,77,NA,NA,21.15682088801858
6240,16,5417.49043,13.955253,-9.105078038,1,1,51,86,NA,NA,21.23085222721898
6241,16.1,5359.492944,25.67588237,-45.90539786,0,1,103,205,4,NA,30.30612042934689
6243,16.5,5451.302201,10.48582083,36.80070876,0,0,32,55,8,2,19.549998426569296
6245,17,5468.352815,27.11345294,47.01995382,0,1,42,85,9,NA,32.00217696235046
6246,17.2,5356.016185,21.9900629,-11.16357811,0,1,99,192,1,NA,27.91778763344181
6247,17.4,5423.697479,10.70053111,47.39927016,0,1,42,76,5,NA,20.42697642912621
6248,17.6,5346.825724,26.69406827,-20.42161359,0,1,106,215,6,NA,31.973946906871237
6248,17.6,5417.108651,28.10573453,30.5617969,1,1,61,113,NA,NA,33.161609030184806
6249,17.8,5446.651559,9.346576124,39.32099994,0,0,30,54,13,7,20.10468814087219
6249,17.8,5341.247565,32.41870744,9.721749066,0,1,136,225,51,NA,36.983950466118564
6250,18,5450.634103,21.84550131,34.67130114,0,0,37,78,13,2,28.30593449235004
6250,18,5366.465071,15.39087418,-28.59449212,1,1,66,147,NA,NA,23.6828842843221
6251,18.2,5346.860696,17.69931399,-25.01089482,0,1,93,175,54,NA,25.387117121024392
6252,18.5,5352.429554,23.51972096,-39.32571674,1,1,103,205,NA,NA,29.923690849162696
6252,18.5,5339.898556,32.5066584,-45.23786558,0,1,135,225,55,NA,37.402310628279245
6252,18.5,5358.287083,17.64095036,-13.07115753,1,1,82,184,NA,NA,25.562729306628903
6253,18.7,5468.239014,27.65267021,22.41974394,0,0,42,88,17,5,33.3820336370183
6255,19,5424.561333,9.593966567,48.22991206,0,0,40,73,13,5,21.28483484757901
6257,18.7,5478.997581,31.37611285,15.45215221,0,0,47,121,19,5,36.52602438776954
6257,18.7,5352.621102,13.23361335,-44.97048904,1,1,84,163,NA,NA,22.908917964349566
6257,18.7,5401.308309,29.40306796,1.178620989,1,1,72,153,NA,NA,34.845809008550496
6261,17.8,5429.104003,26.48291143,-0.053412234,0,1,56,97,7,NA,31.90900496426087
6264,17.1,5397.495461,31.56452971,-21.05726236,1,1,81,176,NA,NA,35.89887931138621
6265,17,5452.039126,21.9008529,14.35561951,0,0,36,77,10,1,27.724490216186815
6269,16.9,5474.823712,18.70969694,44.82322449,0,0,26,64,9,2,25.212353313140866
6270,17,5402.067486,34.31393373,31.09470264,1,1,86,180,NA,NA,38.29420384375202
6271,17.1,5476.657371,19.61966089,23.69988842,0,0,28,63,7,1,26.025777480002315
6272,17.3,5430.699055,16.90646091,6.766415178,0,1,38,80,1,NA,24.189221163595946
6274,17.8,5474.845754,32.80898976,43.92695744,0,1,48,119,1,NA,37.32652956104793
6275,18,5473.900664,10.60892534,44.35616028,0,1,16,47,5,NA,20.893762152127945
6280,19,5484.287803,14.45608703,45.07453437,0,1,18,47,2,NA,23.874221499746003
6282,18.4,5392.512854,21.14141024,-32.27056297,0,1,64,129,6,NA,28.027115922548592
6283,17.9,5486.929922,14.08273978,49.84846821,0,1,15,45,1,NA,22.775723033774238
6283,17.9,5464.43253,31.57911313,-25.24885563,1,1,42,104,NA,NA,36.29945434958132
6285,17,5385.921809,29.18457502,-46.04756916,0,0,85,182,9,1,33.774834109111595
6286,16.7,5468.755917,26.86734304,47.03048265,1,1,42,84,NA,NA,31.6345400160811
6287,16.4,5545.840772,27.7991705,36.06295253,0,0,58,102,11,6,32.27621230082722
6293,16.4,5472.012258,25.78414922,12.11728547,1,1,41,81,NA,NA,30.557852525974834
6294,16.7,5564.32535,32.55834867,42.38946263,0,0,69,107,12,1,36.59147534764471
6294,16.7,5508.752868,33.78805516,-5.583745008,1,1,57,141,NA,NA,37.68982185544531
6297,17.8,5524.826378,9.018462723,24.41801783,1,1,17,64,NA,NA,19.954264453648513
6297,17.8,5556.206273,23.71701825,10.636905,0,0,57,97,6,1,29.65361621574733
6298,18.3,5475.458972,10.42867166,-38.25548133,0,1,17,46,1,NA,21.062934092668268
6300,19,5538.559143,8.761491601,13.59784179,1,1,33,75,NA,NA,20.922804187641617
6302,19.2,5523.793049,33.94496269,-29.81939868,1,1,65,117,NA,NA,38.99872423587074
6303,19.2,5548.534813,20.85681601,31.40272542,1,1,52,100,NA,NA,28.34866441430693
6305,19,5516.885644,25.92805878,-35.85405252,1,1,43,106,NA,NA,32.14442769904506
6307,18.6,5537.337814,10.5729305,2.704318939,1,1,35,79,NA,NA,21.39501949888876
6308,18.4,5508.28604,22.57287317,-33.12151602,1,1,25,93,NA,NA,29.122063854557183
6309,18.2,5558.586215,21.07798813,-2.71085361,1,1,54,95,NA,NA,27.848188156654302
6309,18.2,5572.455315,19.74366719,17.78393926,0,1,65,92,1,NA,26.85241877577293
6310,18,5498.138097,32.84159828,-17.25695836,1,1,48,139,NA,NA,37.450908901986594
6312,17.9,5559.278942,29.01022738,-4.055265198,1,1,62,101,NA,NA,34.088169394077205
6312,17.9,5592.181151,32.05762348,-11.06995584,0,1,73,132,2,NA,36.71649797006037
6315,18,5571.483667,27.37787179,18.44441842,1,1,63,100,NA,NA,32.76504026778661
6315,18,5568.754204,11.47782414,5.211958685,1,1,49,90,NA,NA,21.348078297326126
6317,18.4,5551.556001,15.30770245,9.071496804,1,1,50,92,NA,NA,23.935031946871014
6317,18.4,5522.470668,27.5693183,-15.90825089,1,1,50,114,NA,NA,33.14554738613793
